,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU768,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Chitinophaga,s__uncultured_bacterium_g_Chitinophaga
OTU769,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__Ardenticatenales,f__uncultured_bacterium_o_Ardenticatenales,g__uncultured_bacterium_o_Ardenticatenales,s__uncultured_bacterium_o_Ardenticatenales
OTU77,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__uncultured_bacterium_g_Lactobacillus
OTU770,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Sanguibacteraceae,g__Sanguibacter,s__uncultured_bacterium_g_Sanguibacter
OTU771,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__Gemmatimonas,s__uncultured_bacterium_g_Gemmatimonas
OTU772,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus_sp
OTU773,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Sandaracinaceae,g__uncultured_bacterium_f_Sandaracinaceae,s__uncultured_bacterium_f_Sandaracinaceae
OTU774,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__IMCC26256,f__uncultured_bacterium_o_IMCC26256,g__uncultured_bacterium_o_IMCC26256,s__uncultured_bacterium_o_IMCC26256
OTU775,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__uncultured_bacterium_f_Gemmatimonadaceae,s__uncultured_bacterium_f_Gemmatimonadaceae
OTU7750,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__uncultured_bacterium_c_Subgroup_6,f__uncultured_bacterium_c_Subgroup_6,g__uncultured_bacterium_c_Subgroup_6,s__uncultured_bacterium_c_Subgroup_6
OTU776,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Rikenella,s__uncultured_bacterium_g_Rikenella
OTU777,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__Acidobacteria_bacterium_IGE-011,f__uncultured_bacterium_o_Acidobacteria_bacterium_IGE-011,g__uncultured_bacterium_o_Acidobacteria_bacterium_IGE-011,s__uncultured_bacterium_o_Acidobacteria_bacterium_IGE-011
OTU778,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,s__uncultured_bacterium_g_Alistipes
OTU779,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__uncultured_bacterium_f_Gemmatimonadaceae,s__uncultured_bacterium_f_Gemmatimonadaceae
OTU78,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__KF-JG30-B3,g__uncultured_bacterium_f_KF-JG30-B3,s__uncultured_bacterium_f_KF-JG30-B3
OTU780,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Oceanospirillales,f__Halomonadaceae,g__Halomonas,s__uncultured_bacterium_g_Halomonas
OTU781,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__uncultured_bacterium_o_Betaproteobacteriales,g__uncultured_bacterium_o_Betaproteobacteriales,s__uncultured_bacterium_o_Betaproteobacteriales
OTU7813,k__Bacteria,p__Epsilonbacteraeota,c__Campylobacteria,o__Campylobacterales,f__Helicobacteraceae,g__Helicobacter,s__uncultured_bacterium_g_Helicobacter
OTU782,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__uncultured_bacterium_c_Subgroup_6,f__uncultured_bacterium_c_Subgroup_6,g__uncultured_bacterium_c_Subgroup_6,s__uncultured_bacterium_c_Subgroup_6
OTU783,k__Bacteria,p__Deinococcus-Thermus,c__Deinococci,o__Deinococcales,f__Deinococcaceae,g__Deinococcus,s__uncultured_bacterium_g_Deinococcus
OTU784,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__uncultured_bacterium_f_Muribaculaceae,s__uncultured_bacterium_f_Muribaculaceae
OTU785,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Flavisolibacter,s__uncultured_bacterium_g_Flavisolibacter
OTU7852,k__Bacteria,p__Verrucomicrobia,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Verrucomicrobiaceae,g__Roseimicrobium,s__uncultured_bacterium_g_Roseimicrobium
OTU786,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Oceanicella,s__Rhodovulum_sp
OTU787,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__SC-I-84,g__uncultured_bacterium_f_SC-I-84,s__uncultured_bacterium_f_SC-I-84
OTU788,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__uncultured_bacterium_o_Rhizobiales,g__uncultured_bacterium_o_Rhizobiales,s__uncultured_bacterium_o_Rhizobiales
OTU789,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__SBR1031,f__uncultured_bacterium_o_SBR1031,g__uncultured_bacterium_o_SBR1031,s__uncultured_bacterium_o_SBR1031
OTU7892,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__Acidobacteria_bacterium_IGE-010,f__uncultured_bacterium_o_Acidobacteria_bacterium_IGE-010,g__uncultured_bacterium_o_Acidobacteria_bacterium_IGE-010,s__uncultured_bacterium_o_Acidobacteria_bacterium_IGE-010
OTU79,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__Hydrogenophaga,s__uncultured_bacterium_g_Hydrogenophaga
OTU790,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Microscillaceae,g__Ohtaekwangia,s__uncultured_bacterium_g_Ohtaekwangia
OTU791,k__Bacteria,p__Acidobacteria,c__Thermoanaerobaculia,o__Thermoanaerobaculales,f__Thermoanaerobaculaceae,g__Subgroup_10,s__uncultured_bacterium_g_Subgroup_10
OTU792,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Tistrellales,f__Geminicoccaceae,g__Candidatus_Alysiosphaera,s__uncultured_bacterium_g_Candidatus_Alysiosphaera
OTU793,k__Bacteria,p__Nitrospirae,c__Nitrospira,o__Nitrospirales,f__Nitrospiraceae,g__Nitrospira,s__uncultured_bacterium_g_Nitrospira
OTU794,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Amb-16S-1323,g__uncultured_bacterium_f_Amb-16S-1323,s__uncultured_bacterium_f_Amb-16S-1323
OTU795,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__uncultured_bacterium_f_Flavobacteriaceae,s__uncultured_bacterium_f_Flavobacteriaceae
OTU796,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__NB1-j,f__uncultured_bacterium_o_NB1-j,g__uncultured_bacterium_o_NB1-j,s__uncultured_bacterium_o_NB1-j
OTU797,k__Bacteria,p__uncultured_bacterium_k_Bacteria,c__uncultured_bacterium_k_Bacteria,o__uncultured_bacterium_k_Bacteria,f__uncultured_bacterium_k_Bacteria,g__uncultured_bacterium_k_Bacteria,s__uncultured_bacterium_k_Bacteria
OTU798,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__uncultured_bacterium_c_Subgroup_6,f__uncultured_bacterium_c_Subgroup_6,g__uncultured_bacterium_c_Subgroup_6,s__uncultured_bacterium_c_Subgroup_6
OTU7987,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiales_Incertae_Sedis,g__Bauldia,s__uncultured_bacterium_g_Bauldia
OTU799,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Rhodocyclaceae,g__uncultured_bacterium_f_Rhodocyclaceae,s__uncultured_bacterium_f_Rhodocyclaceae
OTU7995,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__uncultured_bacterium_f_Sphingomonadaceae,s__uncultured_bacterium_f_Sphingomonadaceae
OTU8,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Micrococcaceae,g__uncultured_bacterium_f_Micrococcaceae,s__uncultured_bacterium_f_Micrococcaceae
OTU80,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Steroidobacterales,f__Steroidobacteraceae,g__Steroidobacter,s__uncultured_bacterium_g_Steroidobacter
OTU800,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Solibacterales,f__Solibacteraceae_Subgroup_3,g__uncultured_bacterium_f_Solibacteraceae_Subgroup_3,s__uncultured_bacterium_f_Solibacteraceae_Subgroup_3
OTU801,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__uncultured_bacterium_f_Lachnospiraceae,s__uncultured_bacterium_f_Lachnospiraceae
OTU802,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae,g__Thermobacillus,s__uncultured_bacterium_g_Thermobacillus
OTU803,k__Bacteria,p__Actinobacteria,c__Thermoleophilia,o__Gaiellales,f__uncultured_bacterium_o_Gaiellales,g__uncultured_bacterium_o_Gaiellales,s__uncultured_bacterium_o_Gaiellales
OTU804,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Solibacterales,f__Solibacteraceae_Subgroup_3,g__Bryobacter,s__uncultured_bacterium_g_Bryobacter
OTU805,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Niastella,s__uncultured_bacterium_g_Niastella
OTU806,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Microtrichales,f__uncultured_bacterium_o_Microtrichales,g__uncultured_bacterium_o_Microtrichales,s__uncultured_bacterium_o_Microtrichales
OTU807,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Legionellaceae,g__Legionella,s__uncultured_bacterium_g_Legionella
OTU8070,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__uncultured_bacterium_o_Rhizobiales,g__uncultured_bacterium_o_Rhizobiales,s__uncultured_bacterium_o_Rhizobiales
OTU808,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__uncultured_bacterium_f_Gemmatimonadaceae,s__uncultured_bacterium_f_Gemmatimonadaceae
OTU809,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Gemmobacter,s__uncultured_bacterium_g_Gemmobacter
OTU8099,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae,g__uncultured_bacterium_f_Saprospiraceae,s__uncultured_bacterium_f_Saprospiraceae
OTU81,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__Roseomonas,s__uncultured_bacterium_g_Roseomonas
OTU810,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__uncultured_bacterium_f_Lachnospiraceae,s__uncultured_bacterium_f_Lachnospiraceae
OTU811,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__uncultured_bacterium_g_Pseudomonas
OTU812,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Sandaracinaceae,g__uncultured_bacterium_f_Sandaracinaceae,s__uncultured_bacterium_f_Sandaracinaceae
OTU813,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Hymenobacteraceae,g__Nibribacter,s__uncultured_bacterium_g_Nibribacter
OTU814,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__Gemmatimonas,s__Gemmatimonadaceae_bacterium_LWQ133
OTU815,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__uncultured_bacterium_c_Subgroup_6,f__uncultured_bacterium_c_Subgroup_6,g__uncultured_bacterium_c_Subgroup_6,s__uncultured_bacterium_c_Subgroup_6
OTU816,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Haliangiaceae,g__Haliangium,s__uncultured_bacterium_g_Haliangium
OTU817,k__Bacteria,p__Chloroflexi,c__Chloroflexia,o__Thermomicrobiales,f__JG30-KF-CM45,g__uncultured_bacterium_f_JG30-KF-CM45,s__uncultured_bacterium_f_JG30-KF-CM45
OTU8177,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__Variovorax,s__uncultured_bacterium_g_Variovorax
OTU818,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptococcaceae,g__uncultured_bacterium_f_Peptococcaceae,s__uncultured_bacterium_f_Peptococcaceae
OTU819,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Enhydrobacter,s__uncultured_bacterium_g_Enhydrobacter
OTU82,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__uncultured_bacterium_c_Deltaproteobacteria,f__uncultured_bacterium_c_Deltaproteobacteria,g__uncultured_bacterium_c_Deltaproteobacteria,s__uncultured_bacterium_c_Deltaproteobacteria
OTU820,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__uncultured_bacterium_c_Subgroup_6,f__uncultured_bacterium_c_Subgroup_6,g__uncultured_bacterium_c_Subgroup_6,s__uncultured_bacterium_c_Subgroup_6
OTU821,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Microtrichales,f__uncultured_bacterium_o_Microtrichales,g__uncultured_bacterium_o_Microtrichales,s__uncultured_bacterium_o_Microtrichales
OTU823,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__Gemmatirosa,s__uncultured_bacterium_g_Gemmatirosa
OTU824,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Bifidobacterium,s__uncultured_bacterium_g_Bifidobacterium
OTU825,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__uncultured_bacterium_c_Subgroup_6,f__uncultured_bacterium_c_Subgroup_6,g__uncultured_bacterium_c_Subgroup_6,s__uncultured_bacterium_c_Subgroup_6
OTU826,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__uncultured_bacterium_c_Subgroup_6,f__uncultured_bacterium_c_Subgroup_6,g__uncultured_bacterium_c_Subgroup_6,s__uncultured_bacterium_c_Subgroup_6
OTU827,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__uncultured_bacterium_c_Subgroup_6,f__uncultured_bacterium_c_Subgroup_6,g__uncultured_bacterium_c_Subgroup_6,s__uncultured_bacterium_c_Subgroup_6
OTU8276,k__Bacteria,p__Acidobacteria,c__Holophagae,o__Subgroup_7,f__uncultured_bacterium_o_Subgroup_7,g__uncultured_bacterium_o_Subgroup_7,s__uncultured_bacterium_o_Subgroup_7
OTU828,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Nitrosomonadaceae,g__MND1,s__uncultured_bacterium_g_MND1
OTU829,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Micropepsales,f__Micropepsaceae,g__uncultured_bacterium_f_Micropepsaceae,s__uncultured_bacterium_f_Micropepsaceae
OTU83,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Planococcaceae,g__Solibacillus,s__uncultured_bacterium_g_Solibacillus
OTU830,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__[Eubacterium]_ruminantium_group,s__uncultured_bacterium_g_[Eubacterium]_ruminantium_group
OTU831,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__uncultured_bacterium_c_Acidimicrobiia,f__uncultured_bacterium_c_Acidimicrobiia,g__uncultured_bacterium_c_Acidimicrobiia,s__uncultured_bacterium_c_Acidimicrobiia
OTU832,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__uncultured_bacterium_f_Lachnospiraceae,s__uncultured_bacterium_f_Lachnospiraceae
OTU833,k__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__uncultured_bacterium_o_Saccharimonadales,g__uncultured_bacterium_o_Saccharimonadales,s__uncultured_bacterium_o_Saccharimonadales
OTU8330,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,g__uncultured_bacterium_f_Xanthobacteraceae,s__uncultured_bacterium_f_Xanthobacteraceae
OTU834,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptosporangiales,f__Streptosporangiaceae,g__Nonomuraea,s__uncultured_bacterium_g_Nonomuraea
OTU835,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__uncultured_bacterium_c_Acidimicrobiia,f__uncultured_bacterium_c_Acidimicrobiia,g__uncultured_bacterium_c_Acidimicrobiia,s__uncultured_bacterium_c_Acidimicrobiia
OTU836,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__uncultured_bacterium_f_Gemmatimonadaceae,s__uncultured_bacterium_f_Gemmatimonadaceae
OTU837,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Rhodanobacteraceae,g__Mizugakiibacter,s__uncultured_bacterium_g_Mizugakiibacter
OTU838,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__uncultured_bacterium_f_Bacillaceae,s__uncultured_bacterium_f_Bacillaceae
OTU839,k__Bacteria,p__Gemmatimonadetes,c__S0134_terrestrial_group,o__uncultured_bacterium_c_S0134_terrestrial_group,f__uncultured_bacterium_c_S0134_terrestrial_group,g__uncultured_bacterium_c_S0134_terrestrial_group,s__uncultured_bacterium_c_S0134_terrestrial_group
OTU84,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Ensifer,s__uncultured_bacterium_g_Ensifer
OTU840,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__uncultured_bacterium_f_Gemmatimonadaceae,s__uncultured_bacterium_f_Gemmatimonadaceae
OTU841,k__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__uncultured_bacterium_o_Saccharimonadales,g__uncultured_bacterium_o_Saccharimonadales,s__uncultured_bacterium_o_Saccharimonadales
OTU8414,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Klebsiella,s__uncultured_bacterium_g_Klebsiella
OTU842,k__Bacteria,p__Acidobacteria,c__Holophagae,o__Subgroup_7,f__uncultured_bacterium_o_Subgroup_7,g__uncultured_bacterium_o_Subgroup_7,s__uncultured_bacterium_o_Subgroup_7
OTU8426,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Frankiales,f__uncultured_bacterium_o_Frankiales,g__uncultured_bacterium_o_Frankiales,s__uncultured_bacterium_o_Frankiales
OTU843,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Solibacterales,f__Solibacteraceae_Subgroup_3,g__Bryobacter,s__uncultured_bacterium_g_Bryobacter
OTU8433,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Solibacterales,f__Solibacteraceae_Subgroup_3,g__Bryobacter,s__uncultured_bacterium_g_Bryobacter
OTU844,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__PLTA13,f__uncultured_bacterium_o_PLTA13,g__uncultured_bacterium_o_PLTA13,s__uncultured_bacterium_o_PLTA13
OTU845,k__Bacteria,p__Nitrospirae,c__Nitrospira,o__Nitrospirales,f__Nitrospiraceae,g__Nitrospira,s__uncultured_bacterium_g_Nitrospira
OTU846,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__uncultured_bacterium_f_Gemmatimonadaceae,s__uncultured_bacterium_f_Gemmatimonadaceae
OTU847,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__Polaromonas,s__uncultured_bacterium_g_Polaromonas
OTU8476,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruminococcaceae_UCG-014,s__uncultured_bacterium_g_Ruminococcaceae_UCG-014
OTU848,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__BIrii41,g__uncultured_bacterium_f_BIrii41,s__uncultured_bacterium_f_BIrii41
OTU849,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Nitrosomonadaceae,g__IS-44,s__uncultured_bacterium_g_IS-44
OTU85,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae,g__Paenibacillus,s__uncultured_bacterium_g_Paenibacillus
OTU850,k__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__Gemmatimonas,s__uncultured_bacterium_g_Gemmatimonas
OTU851,k__Bacteria,p__Gemmatimonadetes,c__S0134_terrestrial_group,o__uncultured_bacterium_c_S0134_terrestrial_group,f__uncultured_bacterium_c_S0134_terrestrial_group,g__uncultured_bacterium_c_S0134_terrestrial_group,s__uncultured_bacterium_c_S0134_terrestrial_group
OTU852,k__Bacteria,p__Gemmatimonadetes,c__S0134_terrestrial_group,o__uncultured_bacterium_c_S0134_terrestrial_group,f__uncultured_bacterium_c_S0134_terrestrial_group,g__uncultured_bacterium_c_S0134_terrestrial_group,s__uncultured_bacterium_c_S0134_terrestrial_group
OTU854,k__Bacteria,p__Gemmatimonadetes,c__Longimicrobia,o__Longimicrobiales,f__Longimicrobiaceae,g__Longimicrobium,s__uncultured_bacterium_g_Longimicrobium
OTU855,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Steroidobacterales,f__Steroidobacteraceae,g__Steroidobacter,s__uncultured_bacterium_g_Steroidobacter
OTU856,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Spirosomaceae,g__Spirosoma,s__Spirosoma_sp
OTU8564,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Tistrellales,f__Geminicoccaceae,g__uncultured_bacterium_f_Geminicoccaceae,s__uncultured_bacterium_f_Geminicoccaceae
OTU857,k__Bacteria,p__Planctomycetes,c__OM190,o__uncultured_bacterium_c_OM190,f__uncultured_bacterium_c_OM190,g__uncultured_bacterium_c_OM190,s__uncultured_bacterium_c_OM190
OTU858,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Nitrosomonadaceae,g__Nitrosospira,s__uncultured_bacterium_g_Nitrosospira
OTU859,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Haliangiaceae,g__Haliangium,s__uncultured_bacterium_g_Haliangium
OTU86,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Tistrellales,f__Geminicoccaceae,g__uncultured_bacterium_f_Geminicoccaceae,s__uncultured_bacterium_f_Geminicoccaceae
OTU860,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Faecalibacterium,s__uncultured_bacterium_g_Faecalibacterium
OTU861,k__Bacteria,p__Acidobacteria,c__Blastocatellia_Subgroup_4,o__Blastocatellales,f__Blastocatellaceae,g__Stenotrophobacter,s__uncultured_bacterium_g_Stenotrophobacter
OTU862,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Tistrellales,f__Geminicoccaceae,g__uncultured_bacterium_f_Geminicoccaceae,s__uncultured_bacterium_f_Geminicoccaceae
OTU864,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Nitrosococcales,f__Nitrosococcaceae,g__SZB85,s__uncultured_bacterium_g_SZB85
OTU865,k__Bacteria,p__Actinobacteria,c__Thermoleophilia,o__Gaiellales,f__uncultured_bacterium_o_Gaiellales,g__uncultured_bacterium_o_Gaiellales,s__uncultured_bacterium_o_Gaiellales
OTU8651,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Hymenobacteraceae,g__Adhaeribacter,s__uncultured_bacterium_g_Adhaeribacter
OTU866,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Kineosporiales,f__Kineosporiaceae,g__Quadrisphaera,s__uncultured_bacterium_g_Quadrisphaera
OTU867,k__Bacteria,p__Acidobacteria,c__Subgroup_17,o__uncultured_bacterium_c_Subgroup_17,f__uncultured_bacterium_c_Subgroup_17,g__uncultured_bacterium_c_Subgroup_17,s__uncultured_bacterium_c_Subgroup_17
OTU868,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Nitrosomonadaceae,g__Ellin6067,s__uncultured_bacterium_g_Ellin6067
OTU869,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__Roseomonas,s__uncultured_bacterium_g_Roseomonas
OTU87,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__uncultured_bacterium_c_Subgroup_6,f__uncultured_bacterium_c_Subgroup_6,g__uncultured_bacterium_c_Subgroup_6,s__uncultured_bacterium_c_Subgroup_6
OTU870,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__UTBCD1,s__uncultured_bacterium_g_UTBCD1
OTU871,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__uncultured_bacterium_c_Alphaproteobacteria,f__uncultured_bacterium_c_Alphaproteobacteria,g__uncultured_bacterium_c_Alphaproteobacteria,s__uncultured_bacterium_c_Alphaproteobacteria
OTU872,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__uncultured_bacterium_c_Subgroup_6,f__uncultured_bacterium_c_Subgroup_6,g__uncultured_bacterium_c_Subgroup_6,s__uncultured_bacterium_c_Subgroup_6
OTU873,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Diplorickettsiales,f__Diplorickettsiaceae,g__Aquicella,s__uncultured_bacterium_g_Aquicella
OTU874,k__Bacteria,p__Chloroflexi,c__Dehalococcoidia,o__S085,f__uncultured_bacterium_o_S085,g__uncultured_bacterium_o_S085,s__uncultured_bacterium_o_S085
OTU875,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae,g__uncultured_bacterium_f_Saprospiraceae,s__uncultured_bacterium_f_Saprospiraceae
OTU8757,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__uncultured_bacterium_c_Subgroup_6,f__uncultured_bacterium_c_Subgroup_6,g__uncultured_bacterium_c_Subgroup_6,s__uncultured_bacterium_c_Subgroup_6
OTU876,k__Bacteria,p__Acidobacteria,c__Subgroup_6,o__uncultured_bacterium_c_Subgroup_6,f__uncultured_bacterium_c_Subgroup_6,g__uncultured_bacterium_c_Subgroup_6,s__uncultured_bacterium_c_Subgroup_6
