"Taxa","CCCHF2","CCCHF3","CCCHF5","CCCSF1","CCCSF3","CCCSF4","CCMEF1","CCMEF4","CCMEF5","HDCHF2","HDCHF4","HDCHF5","HDCSF1","HDCSF2","HDCSF4","HDMEF2","HDMEF3","HDMEF5","HSPCHF1","HSPCHF2","HSPCHF3","HSPCSF2","HSPCSF3","HSPCSF5","HSPMEF3","HSPMEF4","HSPMEF5","SSBCHF1","SSBCHF3","SSBCHF4","SSBCSF1","SSBCSF3","SSBCSF4","SSBMEF2","SSBMEF4","SSBMEF5","XGCHF1","XGCHF3","XGCHF4","XGCSF1","XGCSF2","XGCSF3","XGMEF1","XGMEF2","XGMEF3","YSCHF1","YSCHF4","YSCHF5","YSCSF1","YSCSF3","YSCSF5","YSMEF1","YSMEF3","YSMEF4"
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae",0.0335138239396177,0.0333907621626056,0.0226023463778817,0.0301091147756174,0.0305193206989909,0.0303142177373041,0.0282221675280991,0.0269505291656412,0.0183772253671343,0.00036918533103618,0.000451226515710887,0.000656329477397654,0.00603002707359094,0.00328164738698827,0.000328164738698827,0.00315858560997621,0.00332266797932562,0.0119780129625072,0.0012306177701206,0.00168184428583149,0.00196898843219296,0.00049224710804824,0.00672737714332595,0.00348675034867503,0.00139470013947001,0.00237919435556649,0.00877840676019362,0.0337599474936418,0.0310936089917138,0.0333907621626056,0.0318730002461236,0.0318730002461236,0.0283452293051112,0.0338830092706539,0.0340881122323406,0.0320781032078103,0.0318319796537862,0.0340470916400033,0.0318319796537862,0.0349905652637624,0.0326934120928706,0.0343752563787021,0.0314217737304127,0.0311346295840512,0.0314217737304127,0.00685043892033801,0.00319960620231356,0.000820411846747067,0.00299450324062679,0.00225613257855443,0.00209205020920502,0.00467634752645828,0.00196898843219296,0.00340470916400033
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae",0.021822955123472,0.019156616621544,0.0155878250881943,0.0192386578062187,0.0183362047747969,0.0185413077364837,0.0169004840429896,0.0180490606284355,0.0106243334153745,0.00102551480843383,0.00447124456477152,0.00332266797932562,0.00159980310115678,0.00168184428583149,0.000779391254409714,0.0180080400360981,0.00762983017474772,0.0175978341127246,0.0164082369349413,0.0150135367954713,0.0166133398966281,0.0165312987119534,0.0143161867257363,0.0187464106981705,0.0144802690950857,0.0185002871441464,0.00865534498318156,0.0195668225449175,0.0229715317089179,0.00570186233489212,0.0175157929280499,0.0199770284682911,0.0169825252276643,0.0188694724751825,0.0198129460989417,0.0220280580851588,0.0215768315694479,0.0200180490606284,0.0196898843219296,0.0198949872836164,0.017761916482074,0.0199770284682911,0.0214127492000984,0.0185002871441464,0.0198129460989417,0.0452867339404381,0.0172286487816884,0.00438920338009681,0.0216178521617852,0.0140700631717122,0.0151365985724834,0.0166953810813028,0.0168594634506522,0.0191155960292067
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Xanthobacteraceae",0.0250225613257855,0.0292066617441956,0.0167364016736402,0.0260890967265567,0.0280170645664123,0.0278940027894003,0.0221921404545082,0.024612355402412,0.0159980310115678,0.00135367954713266,0.00139470013947001,0.00102551480843383,0.00360981212568709,0.00266633850192797,0.00036918533103618,0.00590696529657888,0.0120600541471819,0.00418410041841004,0.00717860365903684,0.00475838871113299,0.00680941832800066,0.005455738780868,0.00410205923373533,0.00406103864139798,0.00631717121995242,0.00570186233489212,0.00664533595865124,0.0283042087127738,0.0268274673886291,0.0169415046353269,0.0289605381901715,0.028099105751087,0.0284682910821232,0.0272376733120026,0.0250225613257855,0.0252686848798097,0.0226023463778817,0.0219049963081467,0.0269505291656412,0.0268274673886291,0.0265403232422676,0.026007055541882,0.0267864467962917,0.0253917466568217,0.0280170645664123,0.00795799491344655,0.00360981212568709,0.00172286487816884,0.00664533595865124,0.00639921240462712,0.0073837066207236,0.0123882188858807,0.0111986217080975,0.00828615965214538
"k__Bacteria|p__Nitrospirae|c__Nitrospira|o__Nitrospirales|f__Nitrospiraceae",0.0172696693740258,0.0169415046353269,0.0114447452621216,0.019730904914267,0.0159570104192305,0.0166953810813028,0.0175568135203872,0.0150135367954713,0.00980392156862745,0.000943473623759127,0.00529165641151858,0.00332266797932562,0.00196898843219296,0.00188694724751825,0.00073837066207236,0.0126753630322422,0.00455328574944622,0.0178439576667487,0.0172286487816884,0.014398227910411,0.0202641726146526,0.0203051932069899,0.0175157929280499,0.0145623102797604,0.0153006809418328,0.0188694724751825,0.0151776191648207,0.015792928049881,0.0193206989908934,0.00127163836245795,0.0186233489211584,0.0172286487816884,0.0198949872836164,0.0182541635901222,0.0192796783985561,0.0194027401755681,0.0185002871441464,0.0194847813602428,0.0189925342521946,0.0194847813602428,0.0194437607679055,0.0175978341127246,0.0178029370744114,0.0181311018131102,0.0189104930675199,0.00496349167281976,0.00225613257855443,0.00414307982607269,0.016367216342604,0.017761916482074,0.0160390516039052,0.0164082369349413,0.0152186397571581,0.0150545573878087
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae",0.019033554844532,0.0230945934859299,0.0139059808023628,0.0236278611863155,0.0216178521617852,0.0225613257855443,0.017761916482074,0.0185413077364837,0.0147674132414472,0.00131265895479531,0.00221511198621708,0.00127163836245795,0.0115267864467963,0.00225613257855443,0.000820411846747067,0.00451226515710887,0.00291246205595209,0.0192796783985561,0.00188694724751825,0.00311756501763885,0.00377389449503651,0.000328164738698827,0.00849126261383214,0.00447124456477152,0.00172286487816884,0.00360981212568709,0.00451226515710887,0.0238739847403397,0.0227664287472311,0.0347854623020756,0.0199770284682911,0.0246533759947494,0.0234637788169661,0.0244892936253999,0.0223972434161949,0.022520305193207,0.0190745754368693,0.0246943965870867,0.0201000902453031,0.0287964558208221,0.0242431700713758,0.0253507260644844,0.021822955123472,0.0245303142177373,0.0235047994093035,0.0154647633111822,0.0036918533103618,0.000902453031421774,0.00295348264828944,0.00397899745672328,0.0024612355402412,0.00459430634178358,0.00270735909426532,0.00504553285749446
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae",0.00754778899007302,0.00504553285749446,0.00734268602838625,0.00795799491344655,0.00603002707359094,0.0098449421609648,0.00488145048814505,0.006153088850603,0.00365083271802445,0.130281401263434,0.105874148822709,0.129789154155386,0.00570186233489212,0.0433177455082451,0.000656329477397654,0.0073837066207236,0.0113216834851095,0.00287144146361473,0.00143572073180737,0.00135367954713266,0.00147674132414472,0.000574288292722947,0.00258429731725326,0.00229715317089179,0.00586594470424153,0.00356879153334974,0.00356879153334974,0.00586594470424153,0.00644023299696448,0.0202231520223152,0.00537369759619329,0.00598900648125359,0.00598900648125359,0.0066863565509886,0.00767085076708508,0.00709656247436213,0.005455738780868,0.00644023299696448,0.00520961522684388,0.00664533595865124,0.00635819181228977,0.00689145951267536,0.00705554188202478,0.0060710476659283,0.00644023299696448,0.0086143243908442,0.00418410041841004,0.00086143243908442,0.0073016654360489,0.00393797686438592,0.00221511198621708,0.00828615965214538,0.00635819181228977,0.00254327672491591
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae",0.0147263926491099,0.0119780129625072,0.00898350972188038,0.0100500451226516,0.0108294363770613,0.00988596275330216,0.00857330379850685,0.00804003609812126,0.00623513003527771,0.00213307080154237,0.00360981212568709,0.00266633850192797,0.00623513003527771,0.00389695627204857,0.00110755599310854,0.0091475920912298,0.00438920338009681,0.00771187135942243,0.00816309787513332,0.00812207728279596,0.00890146853720568,0.0043071621954221,0.00742472721306096,0.00771187135942243,0.00869636557551891,0.00857330379850685,0.0079169743211092,0.010337189269013,0.00980392156862745,0.0212076462384117,0.011608827631471,0.0118549511854951,0.010911477561736,0.0097629009762901,0.00910657149889244,0.00877840676019362,0.0100090245303142,0.00959881860694068,0.0110755599310854,0.012306177701206,0.00890146853720568,0.0104192304536878,0.0111165805234228,0.0130855689556157,0.0122241365165313,0.0996800393797686,0.0790466814340799,0.00266633850192797,0.0104192304536878,0.0103782098613504,0.0101320863073263,0.0138239396176881,0.0168184428583149,0.0158339486422184
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae",0.0265403232422676,0.0243662318483879,0.0166543604889655,0.0231766346706046,0.0242021494790385,0.0223562228238576,0.0187874312905078,0.0213717286077611,0.0133316925096398,8.20411846747067e-05,0,4.10205923373534e-05,0.0006153088850603,8.20411846747067e-05,4.10205923373534e-05,0.000164082369349413,0.000287144146361473,0.00036918533103618,0.000328164738698827,0.00073837066207236,0.0006153088850603,0.000205102961686767,0.000287144146361473,0.000574288292722947,0.000574288292722947,0.000205102961686767,0.000820411846747067,0.0255558290261711,0.0213717286077611,0.000820411846747067,0.0248994995487735,0.0228894905242432,0.0253507260644844,0.0261301173188941,0.0247354171794241,0.0259660349495447,0.0271146115349906,0.0258019525801953,0.0238739847403397,0.0206743785380261,0.025186643695135,0.0280580851587497,0.0250225613257855,0.0236688817786529,0.0237099023709902,0,0.00012306177701206,8.20411846747067e-05,0.00012306177701206,0.000410205923373534,0.00024612355402412,0.0012306177701206,0.0006153088850603,0.00012306177701206
"k__Bacteria|p__Gemmatimonadetes|c__S0134_terrestrial_group|o__|f__",0.000533267700385594,0.000451226515710887,0.000451226515710887,0.00036918533103618,0.000164082369349413,0.00024612355402412,0.00024612355402412,0.0006153088850603,0.000656329477397654,0.00073837066207236,0.00824513905980802,0.00570186233489212,0.00049224710804824,0.000451226515710887,0.00012306177701206,0.0283452293051112,0.0391746656821724,0.0325703503158586,0.0322011649848224,0.0333907621626056,0.0302731971449668,0.0351136270407745,0.0261711379112314,0.0335138239396177,0.0199770284682911,0.0304372795143162,0.0325293297235212,0.00012306177701206,0.000287144146361473,0,0.00036918533103618,0.000533267700385594,0.00086143243908442,0.000533267700385594,0.000205102961686767,0.000533267700385594,8.20411846747067e-05,0.00036918533103618,0.0006153088850603,8.20411846747067e-05,0.000943473623759127,0.000943473623759127,0.000574288292722947,0.00086143243908442,0.00127163836245795,0,0,0.00705554188202478,0.0309295266223644,0.0305193206989909,0.0312987119534006,0.0209205020920502,0.0269915497579785,0.0282631881204365
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Haliangiaceae",0.00902453031421774,0.00996800393797686,0.00566084174255476,0.00685043892033801,0.0101320863073263,0.00787595372877184,0.00865534498318156,0.00717860365903684,0.00590696529657888,0.0006153088850603,0.00520961522684388,0.00225613257855443,0.00139470013947001,0.000902453031421774,0.00012306177701206,0.0172696693740258,0.0126753630322422,0.0187464106981705,0.0154647633111822,0.0214127492000984,0.0196488637295923,0.0204692755763393,0.0178029370744114,0.0195668225449175,0.0160390516039052,0.014275166133399,0.0172696693740258,0.00804003609812126,0.00767085076708508,0.00036918533103618,0.00869636557551891,0.00873738616785626,0.0105422922306998,0.00980392156862745,0.0114857658544589,0.010214127492001,0.00865534498318156,0.00906555090655509,0.00808105669045861,0.00992698334563951,0.00808105669045861,0.00824513905980802,0.00779391254409714,0.0110345393387481,0.0086143243908442,0,0.000656329477397654,0.00426614160308475,0.0158749692345557,0.0178849782590861,0.0187874312905078,0.0166133398966281,0.015792928049881,0.0168594634506522
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Tistrellales|f__Geminicoccaceae",0.000328164738698827,0.000287144146361473,0.000287144146361473,0.0006153088850603,0.00036918533103618,0.000410205923373534,0.00049224710804824,0.000451226515710887,8.20411846747067e-05,0.00172286487816884,0.00881942735253097,0.00664533595865124,0.0012306177701206,0.00192796783985561,0.000205102961686767,0.0265403232422676,0.00594798588891624,0.025309705472147,0.0376979243580277,0.0322421855771597,0.0367544507342686,0.0333497415702683,0.0278940027894003,0.025186643695135,0.0302321765526294,0.0250635819181229,0.0277709410123882,0.00036918533103618,0.000451226515710887,0.00155878250881943,0.000656329477397654,0.00024612355402412,0.00049224710804824,0.000287144146361473,0.00012306177701206,0.00012306177701206,0.00024612355402412,0.000205102961686767,0.000697350069735007,0.00012306177701206,0.00024612355402412,0.000410205923373534,0.000779391254409714,0.000410205923373534,0.000451226515710887,0.00205102961686767,0.0006153088850603,0.0086143243908442,0.030765444253015,0.0294117647058824,0.0299860529986053,0.0255148084338338,0.0222331610468455,0.0225613257855443
"k__Bacteria|p__Acidobacteria|c__Blastocatellia_Subgroup_4|o__Pyrinomonadales|f__Pyrinomonadaceae",0.0144392485027484,0.0150135367954713,0.0121420953318566,0.0141931249487243,0.0166133398966281,0.0159570104192305,0.0144802690950857,0.0141110837640496,0.010337189269013,0.00098449421609648,0.00172286487816884,0.00159980310115678,0.00213307080154237,0.00225613257855443,0.000451226515710887,0.00250225613257855,0.00237919435556649,0.00557880055788006,0.00414307982607269,0.00525063581918123,0.00525063581918123,0.00475838871113299,0.00414307982607269,0.00508655344983182,0.00746574780539831,0.00533267700385594,0.00520961522684388,0.0173517105587005,0.0185823283288211,0.00340470916400033,0.0165723193042908,0.0201411108376405,0.019730904914267,0.014275166133399,0.0175568135203872,0.0169004840429896,0.0156288456805316,0.0162441545655919,0.0159159898268931,0.0179670194437608,0.0149314956107966,0.0160800721962425,0.0178029370744114,0.0168594634506522,0.0175978341127246,0.000287144146361473,0.000697350069735007,0.00118959717778325,0.00734268602838625,0.00598900648125359,0.00488145048814505,0.00816309787513332,0.00533267700385594,0.0079169743211092
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__|f__",0.0100090245303142,0.0107063746000492,0.00635819181228977,0.00836820083682008,0.0103782098613504,0.0100090245303142,0.0073016654360489,0.00836820083682008,0.00742472721306096,0.000656329477397654,0.00287144146361473,0.00237919435556649,0.00098449421609648,0.000697350069735007,0.00036918533103618,0.0092296332759045,0.0244482730330626,0.0132496513249651,0.0158749692345557,0.0139880219870375,0.0135367954713266,0.0176798752973993,0.0129214865862663,0.0151776191648207,0.0136598572483387,0.0167774222659775,0.012880465993929,0.0112806628927722,0.00959881860694068,0.00131265895479531,0.00734268602838625,0.00906555090655509,0.0113216834851095,0.00894248912954303,0.0101731068996636,0.0107473951923866,0.0103782098613504,0.00894248912954303,0.0109935187464107,0.00685043892033801,0.0110345393387481,0.0124292394782181,0.00849126261383214,0.0104192304536878,0.0097629009762901,0,0.00012306177701206,0.00332266797932562,0.0153827221265075,0.0153417015341702,0.0137418984330134,0.0125523012552301,0.0116908688161457,0.0144802690950857
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae",0.0125112806628928,0.013700877840676,0.00734268602838625,0.0136188366560013,0.0140290425793748,0.0159980310115678,0.00972188038395275,0.0131676101402904,0.00845024202149479,0.000902453031421774,0.00114857658544589,0.00102551480843383,0.00159980310115678,0.00180490606284355,0.00086143243908442,0.0043071621954221,0.0103782098613504,0.006153088850603,0.00438920338009681,0.00603002707359094,0.00697350069735007,0.00808105669045861,0.00533267700385594,0.00664533595865124,0.0079169743211092,0.00590696529657888,0.00840922142915744,0.0146853720567725,0.013700877840676,0.00049224710804824,0.015095577980146,0.0147263926491099,0.015095577980146,0.0155057839035196,0.0139880219870375,0.0142341455410616,0.0137418984330134,0.0149314956107966,0.012880465993929,0.012880465993929,0.014398227910411,0.0161621133809172,0.0117729100008204,0.0153417015341702,0.0153006809418328,0.00254327672491591,0.0012306177701206,0.0018459266551809,0.00623513003527771,0.00734268602838625,0.00451226515710887,0.0123882188858807,0.0159980310115678,0.00475838871113299
