Taxa,CCCHF2,CCCHF3,CCCHF5,CCCSF1,CCCSF3,CCCSF4,CCMEF1,CCMEF4,CCMEF5,HDCHF2,HDCHF4,HDCHF5,HDCSF1,HDCSF2,HDCSF4,HDMEF2,HDMEF3,HDMEF5,HSPCHF1,HSPCHF2,HSPCHF3,HSPCSF2,HSPCSF3,HSPCSF5,HSPMEF3,HSPMEF4,HSPMEF5,SSBCHF1,SSBCHF3,SSBCHF4,SSBCSF1,SSBCSF3,SSBCSF4,SSBMEF2,SSBMEF4,SSBMEF5,XGCHF1,XGCHF3,XGCHF4,XGCSF1,XGCSF2,XGCSF3,XGMEF1,XGMEF2,XGMEF3,YSCHF1,YSCHF4,YSCHF5,YSCSF1,YSCSF3,YSCSF5,YSMEF1,YSMEF3,YSMEF4
p__Latescibacteria_c__Latescibacteria_o__Latescibacterales_f__Latescibacteraceae,0.000287144,0.000205103,0,8.20E-05,0.000246124,0.000369185,0.000205103,4.10E-05,0.000205103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000328165,0.000287144,0,0.000410206,0.000246124,0.000205103,0,0.000205103,0,0.000287144,0.000205103,0.000246124,0.000451227,4.10E-05,0.000492247,8.20E-05,0.000246124,0.000164082,0,0,0,0.000246124,0,0,0,0,0
p__Proteobacteria_c__Gammaproteobacteria_o__Betaproteobacteriales_f__A21b,0.000123062,0.000492247,0.000123062,0.000369185,0,0.000205103,8.20E-05,0.000246124,4.10E-05,0,0,0,0,0,8.20E-05,0,0,0.000123062,0,0,0,0,0,0,0,0,0,0.000164082,0.000123062,0,0.000328165,0.000123062,0,0.000164082,0.000205103,0.000328165,0.000123062,0.000328165,0.000246124,0.000164082,0.000246124,0.000369185,0.000246124,0.000328165,0.000369185,0,0,0,0,0,0,0,0,0
p__Proteobacteria_c__Alphaproteobacteria_o__Sneathiellales_f__Sneathiellaceae,0.000123062,4.10E-05,0,0,0,0,0,0,0,0,4.10E-05,0,0.000246124,0,0,0.000205103,0.001189597,0.000246124,0.000246124,0.000451227,4.10E-05,0.000205103,0,0.000164082,0.000779391,0,0.000205103,0,0,0,0.000246124,4.10E-05,0,0,4.10E-05,0,0,0.000123062,0,0,0,0,0,0,0,0,0,4.10E-05,0,0.000123062,0.000246124,0.000205103,0,0.000328165
p__Acidobacteria_c__Subgroup_6_o__uncultivated_soil_bacterium_clone_C028_f__,0,0.000246124,0.000451227,0.000205103,0.000205103,4.10E-05,8.20E-05,8.20E-05,8.20E-05,8.20E-05,0,0,4.10E-05,0.000164082,0,0,0,0,0,0,4.10E-05,0,0,4.10E-05,0,0,0.000451227,8.20E-05,0.000205103,0,0,0.000164082,0.000164082,8.20E-05,0.000123062,0.000123062,0.000287144,0.000123062,0.000123062,0.000246124,0.000328165,0.000164082,4.10E-05,8.20E-05,0.000574288,0,0,0,0,0.000123062,0,0,0.000123062,0.000164082
p__Proteobacteria_c__Alphaproteobacteria_o__Holosporales_f__Holosporaceae,0,0.000246124,0,0.000492247,0.000164082,8.20E-05,4.10E-05,0.000369185,0.000205103,0,0,0,0,0,0,0,0.000615309,0,0,0,0,0,0,0,4.10E-05,0,0,0,8.20E-05,0,0.000369185,0.000164082,4.10E-05,0.000287144,0.000328165,0.000164082,0.000246124,4.10E-05,0.000123062,8.20E-05,0.000164082,0.000246124,8.20E-05,0.000369185,0.000123062,0,0,0,0,0,0,0.000123062,0,4.10E-05
p__Planctomycetes_c__Planctomycetacia_o__Gemmatales_f__Gemmataceae,8.20E-05,8.20E-05,4.10E-05,0.000123062,0,0,0,8.20E-05,0.000205103,4.10E-05,0,0.000123062,0,0,0,0,0,0,0,0,0.000123062,0.000369185,0.000205103,0,0,4.10E-05,0,0.000123062,0.000164082,0,0,0,0.000123062,8.20E-05,0,0,8.20E-05,0,4.10E-05,4.10E-05,4.10E-05,0.000123062,4.10E-05,4.10E-05,0.000164082,0,0,0.000287144,0,0.000164082,0.000205103,0.000738371,0.001025515,0.000246124
p__Proteobacteria_c__Gammaproteobacteria_o__Acidiferrobacterales_f__Acidiferrobacteraceae,8.20E-05,4.10E-05,0,0.000164082,0,0,0,0,8.20E-05,0,0,8.20E-05,0,0,0,0,8.20E-05,0.000164082,0.000123062,0.000410206,0,0.000410206,0.000492247,0,0.000369185,0.000574288,0.000123062,0,0.000246124,0,4.10E-05,0,4.10E-05,0,0,4.10E-05,0,0,8.20E-05,0.000205103,0,0,0,0.000369185,0,0,0,4.10E-05,4.10E-05,8.20E-05,0,0.000205103,0.000369185,4.10E-05
p__Proteobacteria_c__Gammaproteobacteria_o__Cellvibrionales_f__Cellvibrionaceae,4.10E-05,0,0.000164082,4.10E-05,0,0,0.000123062,0,0,0,0,0,0,8.20E-05,0,0.000164082,0.00209205,8.20E-05,0,0,8.20E-05,4.10E-05,0,0,0,0,0.000410206,0,0,0,4.10E-05,0,8.20E-05,8.20E-05,0,0.000164082,0.000123062,0.000164082,8.20E-05,0,0.000123062,0,0.000123062,8.20E-05,0.000205103,0,0,0,4.10E-05,0.000246124,0,4.10E-05,8.20E-05,0
p__Proteobacteria_c__Alphaproteobacteria_o__Rhizobiales_f__Rhodomicrobiaceae,0.000123062,0.000123062,0,0,0,0,0,0,0,8.20E-05,0,0,0,4.10E-05,0,0,0,0,0,8.20E-05,0,0,0,0.000205103,0,0,0.000123062,8.20E-05,0,0,0.000287144,0,8.20E-05,8.20E-05,0,0,0.000123062,0,4.10E-05,4.10E-05,0.000205103,0.000123062,4.10E-05,8.20E-05,4.10E-05,0,0,4.10E-05,4.10E-05,4.10E-05,4.10E-05,0.000615309,0.001476741,0.000656329
p__Proteobacteria_c__Alphaproteobacteria_o__Rhizobiales_f__A0839,0.000287144,8.20E-05,8.20E-05,0,0.000246124,0.000410206,4.10E-05,4.10E-05,0.000246124,0,0,0,0,0.000164082,0,0,0,0,0,0,0,0,0,8.20E-05,0,0,0,0.000123062,0,0,0,0.000123062,4.10E-05,0,8.20E-05,0.000205103,0.000451227,0.000246124,0,0.000451227,0.000205103,4.10E-05,0.000205103,0.000164082,0.000164082,0.000246124,0,0,4.10E-05,0.000164082,4.10E-05,0,0.000123062,0
p__Planctomycetes_c___o___f__,0,0,0,0,4.10E-05,0,0,0,0,0,0.000164082,0,0,0,0,0.000410206,0,4.10E-05,0.000656329,0.000164082,0.000287144,0.000328165,0.000246124,0.000451227,0.000205103,0,0.000164082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000205103,0.000205103,0,0.000246124,0,0.000451227,0.000369185
p__Proteobacteria_c__Gammaproteobacteria_o__Oceanospirillales_f__Pseudohongiellaceae,0.000123062,0.000492247,8.20E-05,0,8.20E-05,0.000164082,0.000164082,4.10E-05,8.20E-05,0,0,0,0,0,0,0,8.20E-05,0,0.000246124,0,0,0.000123062,0,4.10E-05,0.000287144,0.000328165,0,0.000123062,8.20E-05,0,0,0,0.000164082,0.000246124,0.000246124,4.10E-05,0.000328165,0.000123062,8.20E-05,0.000205103,8.20E-05,0,8.20E-05,4.10E-05,4.10E-05,0,0,0,0.000164082,0,0,0,0,0
p__Proteobacteria_c__Deltaproteobacteria_o__Myxococcales_f__bacteriap25,0,8.20E-05,8.20E-05,0.000123062,0.000164082,8.20E-05,4.10E-05,4.10E-05,0,8.20E-05,0,0,0.000287144,0,0,0,8.20E-05,0,0,0,8.20E-05,0,0,0,0,0.000205103,0.000328165,4.10E-05,0,0,0.000123062,0.000451227,0.000164082,8.20E-05,4.10E-05,0.000164082,0,0.000164082,0,0,4.10E-05,4.10E-05,0.000205103,8.20E-05,0.000246124,0,0,0,0.000451227,0.000123062,0,4.10E-05,4.10E-05,0.000164082
p__Proteobacteria_c__Deltaproteobacteria_o__SAR324_cladeMarine_group_B_f__bacterium_enrichment_culture_clone_B302011,0.000205103,8.20E-05,8.20E-05,4.10E-05,0.000123062,8.20E-05,8.20E-05,0,0.000123062,0,0,0,0,0,0,0,4.10E-05,0,0,0,0,0,0,0,0,0,0,0.000123062,0.000246124,0,0,0.000287144,0.000533268,0.000164082,8.20E-05,0.000123062,0.000205103,4.10E-05,0.000369185,0.000123062,8.20E-05,8.20E-05,0.000533268,0.000123062,0.000205103,0,0,0,4.10E-05,0,0,4.10E-05,4.10E-05,0
p__Spirochaetes_c__Spirochaetia_o__Spirochaetales_f__Spirochaetaceae,0,0,4.10E-05,4.10E-05,0,0,4.10E-05,0,0,0,0,0,0,0,0,0,0,0,0,4.10E-05,0,0,0,0,0,0,0.000164082,0,8.20E-05,4.10E-05,0,4.10E-05,0,0.000246124,8.20E-05,4.10E-05,0.000164082,0,0.000123062,0,0,0.000123062,0.000164082,4.10E-05,0,0.002625318,4.10E-05,0,4.10E-05,4.10E-05,0,0,0,0
p__Actinobacteria_c__Actinobacteria_o__Frankiales_f__Acidothermaceae,8.20E-05,8.20E-05,0,0.000205103,0.000328165,0.000123062,0,0,8.20E-05,0,0,0,4.10E-05,0,0,0,0,0,0,0.000246124,0,0,0.000328165,0.000615309,0,0,0.000451227,0,8.20E-05,0,4.10E-05,4.10E-05,8.20E-05,0,4.10E-05,4.10E-05,0.000164082,4.10E-05,8.20E-05,0,4.10E-05,0,4.10E-05,0,4.10E-05,0,0,4.10E-05,4.10E-05,4.10E-05,0.000369185,8.20E-05,0.000205103,0
p__Proteobacteria_c__Gammaproteobacteria_o__Steroidobacterales_f__Woeseiaceae,0,0.000205103,0,0.000123062,0.000205103,4.10E-05,0.000205103,4.10E-05,0,8.20E-05,4.10E-05,0,0.000123062,4.10E-05,0.000123062,8.20E-05,0.000164082,0.000123062,0.000123062,0,4.10E-05,0,0.000123062,0.000123062,0.000123062,0,4.10E-05,0,4.10E-05,0,4.10E-05,0,0,4.10E-05,4.10E-05,4.10E-05,8.20E-05,8.20E-05,0.000369185,0.000246124,4.10E-05,0.000246124,0.000123062,0.000205103,4.10E-05,0,0,8.20E-05,4.10E-05,4.10E-05,8.20E-05,0,0,4.10E-05
p__Proteobacteria_c__Alphaproteobacteria_o__SAR11_clade_f__Clade_I,0.000123062,0.000246124,4.10E-05,0.000369185,0.000287144,0.000164082,0.000123062,0,4.10E-05,0,4.10E-05,0,0,0,0,8.20E-05,0,0,4.10E-05,0,0,0,0,0,0,0,4.10E-05,0,0.000246124,0,0.000123062,4.10E-05,0.000410206,0.000123062,4.10E-05,8.20E-05,0.000246124,0.000123062,0,0,0.000205103,4.10E-05,0.000205103,0,4.10E-05,0,0,4.10E-05,4.10E-05,0.000287144,0.000123062,0,4.10E-05,0
p__Bacteroidetes_c__Ignavibacteria_o__SJA_28_f__,0,0.000205103,0.000123062,4.10E-05,4.10E-05,4.10E-05,4.10E-05,0,0,0.000164082,0,0,0.000123062,0.000123062,8.20E-05,4.10E-05,0,0.000410206,0.000205103,4.10E-05,0,4.10E-05,0.000123062,8.20E-05,0.000123062,8.20E-05,0,0,8.20E-05,0,0.000164082,0,0,8.20E-05,0,0,0,0,0.000164082,8.20E-05,0.000123062,0,0,8.20E-05,4.10E-05,0,0,8.20E-05,0.000246124,4.10E-05,0.000492247,0,0.000123062,4.10E-05
p__Actinobacteria_c___o___f__,4.10E-05,0,0,4.10E-05,4.10E-05,8.20E-05,0.000205103,0.000123062,4.10E-05,0,0,0.000123062,8.20E-05,4.10E-05,0,0.000164082,0,4.10E-05,0,0,0,0,0,0,8.20E-05,0,0,4.10E-05,4.10E-05,0,4.10E-05,0.000164082,0.000164082,8.20E-05,0,0.000164082,0,0,0,0,0,0,0.000205103,8.20E-05,0.000123062,8.20E-05,0.000205103,0,0.000123062,4.10E-05,0,8.20E-05,0.000656329,0
p__Proteobacteria_c__Alphaproteobacteria_o__Rhodospirillales_f__,8.20E-05,0.000205103,0,0,8.20E-05,8.20E-05,0,0.000246124,0,4.10E-05,0,0,0,0,0,0,0.000492247,8.20E-05,4.10E-05,8.20E-05,0.000123062,8.20E-05,0,0,0,0,4.10E-05,4.10E-05,0,0,0.000205103,8.20E-05,0,0,0.000246124,0,0,0.000205103,4.10E-05,8.20E-05,4.10E-05,0.000123062,0,0.000451227,0,0,0,0,0,0,0,0,0,0.000205103
p__Verrucomicrobia_c__Verrucomicrobiae_o__Chthoniobacterales_f__Terrimicrobiaceae,0,0,8.20E-05,0,0.000123062,0,8.20E-05,0.000123062,4.10E-05,0,0,0,0,0,0,0,0.000369185,0,0,0,0,4.10E-05,0,0,8.20E-05,0,0,4.10E-05,0,0,0.000123062,0.000164082,4.10E-05,0.000123062,4.10E-05,8.20E-05,0,0.000123062,0,8.20E-05,0.000410206,0.000533268,4.10E-05,0,4.10E-05,0,0,0,0.000205103,0,0.000205103,0,8.20E-05,0
p__Proteobacteria_c__Gammaproteobacteria_o__Nitrosococcales_f__Nitrosococcaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000246124,0,8.20E-05,0,0.000287144,4.10E-05,0,4.10E-05,8.20E-05,0.000328165,0,0.000451227,4.10E-05,0.000328165,0,0,0,0,0,0,0,0,0.000246124,0,0,0,0,0,0,0,0.000164082,0,0,0,4.10E-05,4.10E-05,0.000164082,0,0.000328165,4.10E-05,0.000164082
p__Chloroflexi_c__Anaerolineae_o__SBR1031_f__anaerobic_bacterium_MO_CFX2,0,0,0,4.10E-05,4.10E-05,8.20E-05,8.20E-05,0,0,0,0,0,0,0,0,0,8.20E-05,0,0,0,0,0,0.000205103,4.10E-05,0,0,0,0,0,0.000656329,0.000164082,0,0,0,0,4.10E-05,0,4.10E-05,0,0,0,0,4.10E-05,0.000246124,8.20E-05,0,0.000205103,0,0.000369185,8.20E-05,0.000164082,0,0,0.000369185
p__Acidobacteria_c__Subgroup_6_o__Acidobacteria_bacterium_IGE_010_f__,0.000164082,0.000123062,0,0,0,0,0.000123062,0,0,4.10E-05,0,0,4.10E-05,0.000123062,0,0,4.10E-05,0,4.10E-05,0,0.000246124,0,0,0,0.000164082,0.000123062,0.000410206,0.000123062,0,0,0,0,0,0,8.20E-05,0,0,0,0,8.20E-05,0,0,4.10E-05,0,4.10E-05,0,0,4.10E-05,0.000328165,0,0,0.000246124,8.20E-05,0.000287144
p__Actinobacteria_c__Actinobacteria_o__Micrococcales_f__Sanguibacteraceae,0,0,0,0,0,8.20E-05,0,0.000451227,0,0,0,0.000410206,8.20E-05,8.20E-05,0,4.10E-05,4.10E-05,0,0,0,0.000492247,0,0,0,0.000205103,0,8.20E-05,4.10E-05,0.000205103,8.20E-05,0,4.10E-05,4.10E-05,8.20E-05,0,4.10E-05,4.10E-05,0,8.20E-05,0,0,0,0,0,0,0,0,8.20E-05,0.000123062,8.20E-05,0,0,0,8.20E-05
p__WPS_2_c___o___f__,0,0,0,0,0,4.10E-05,0.000246124,0,0,0,4.10E-05,0,0.000205103,0.000164082,0,0,0,0,0.000287144,0,0,0,0,0,0,0,0.000123062,0.000123062,0,0.000123062,0,4.10E-05,0,0,0,0,0,0,0,0.000410206,0.000369185,0.000369185,0,0,4.10E-05,0,4.10E-05,4.10E-05,0,8.20E-05,0,0,0,0.000164082
p__Actinobacteria_c__Actinobacteria_o__Streptosporangiales_f__Streptosporangiaceae,4.10E-05,0,0,4.10E-05,0,0,0,0,8.20E-05,4.10E-05,0,8.20E-05,0,0,0,0.000164082,0.000492247,0,0,0,0,0.000123062,0,0.000205103,8.20E-05,0,0,0,0,0,0,8.20E-05,0,0,8.20E-05,0,0,0,0,4.10E-05,0,0,8.20E-05,0,0,0,0,0,0.000287144,8.20E-05,8.20E-05,0.000574288,4.10E-05,0.000164082
p__Cyanobacteria_c__Oxyphotobacteria_o__Nostocales_f__Phormidiaceae,0,0,8.20E-05,0,0,0,0.000123062,0.000123062,4.10E-05,0,0,0,0,0,0,0,8.20E-05,8.20E-05,0,0,0.000328165,0,0.000369185,0.000451227,0,0,0.000328165,0,4.10E-05,0,0,4.10E-05,4.10E-05,8.20E-05,0,4.10E-05,0,0,0,0,0,4.10E-05,0,0,0,0,0,4.10E-05,0,0,4.10E-05,0,0.000205103,0
p__Acidobacteria_c__Subgroup_9_o___f__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000123062,0,0.000369185,0.000164082,0.000287144,0.000123062,0,0,8.20E-05,0.000574288,0,0,0,0,0,0,4.10E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.20E-05,8.20E-05,0,4.10E-05,8.20E-05,0.000246124
p__Actinobacteria_c__Actinobacteria_o__Frankiales_f__Sporichthyaceae,0,0,0,0,4.10E-05,0.000123062,0.000164082,0,0,0,0,0,0,0,8.20E-05,0,0,0,0.000615309,0,0,0,0,0,4.10E-05,0,8.20E-05,0,0,0,4.10E-05,4.10E-05,0,0,8.20E-05,0,4.10E-05,0,8.20E-05,4.10E-05,8.20E-05,0,0,0.000123062,8.20E-05,0,0,4.10E-05,4.10E-05,0,0.000123062,4.10E-05,0.000205103,8.20E-05
p__Proteobacteria_c__Gammaproteobacteria_o__Betaproteobacteriales_f__B1_7BS,0,0,0,0,0,0,0,0,0,0,0,0,8.20E-05,0,0,0,0,0.000287144,0,0.000164082,0,4.10E-05,0,4.10E-05,8.20E-05,0,0,4.10E-05,8.20E-05,0,4.10E-05,0,0,0,0,0,0,0,4.10E-05,0,0,8.20E-05,8.20E-05,0,0.000164082,0,0,0,4.10E-05,4.10E-05,0.000410206,0.000205103,0.000205103,8.20E-05
p__Acidobacteria_c__Acidobacteriia_o__Subgroup_2_f__,0,0,0,8.20E-05,0.000205103,0.000328165,0.000123062,0,4.10E-05,0,4.10E-05,4.10E-05,0,0,0,0,0,0,0,0,0,0.000164082,0,0,0,0,0.000205103,0,0,0,0,0,4.10E-05,0,0.000246124,0,0.000164082,0,0,0,0,0,0,4.10E-05,0,0,0.000123062,4.10E-05,0.000246124,4.10E-05,0,0,0,0
p__Verrucomicrobia_c__Verrucomicrobiae_o__UA11_f__,0,0,0,0,0,4.10E-05,0,0,4.10E-05,0,0,0,0,0,0,0,0,0,0.000533268,0,0,0.000246124,0,0.000164082,4.10E-05,0,0,0,0,0,0,0,0.000287144,0,0,0,0,0,0,0,0,0,0,8.20E-05,0,0,0,8.20E-05,0.000164082,0,0,0.000164082,0.000287144,0
p__Proteobacteria_c__Gammaproteobacteria_o__Alteromonadales_f__Alteromonadaceae,0,4.10E-05,0,4.10E-05,0,4.10E-05,0,4.10E-05,0,0,0,0,0,0,0,4.10E-05,0,0,0.000246124,0,0.000410206,0,0,0,0,0,0,0,0,0,0,0.000123062,0.000123062,0,4.10E-05,0,4.10E-05,0,0,0,0,0,0,0,0.000164082,0,0,0,0.000164082,0.000492247,8.20E-05,0,0,0
p__Bacteroidetes_c__Bacteroidia_o__Flavobacteriales_f__Weeksellaceae,0,0,0,0,0,0,8.20E-05,0,8.20E-05,0,0,4.10E-05,0,0,0,0,0,0.000123062,0.000123062,4.10E-05,0,0.000164082,0,0.000123062,4.10E-05,8.20E-05,0,8.20E-05,0,4.10E-05,0,0,0,0,0.000123062,4.10E-05,0,8.20E-05,0,0,0,0,0,8.20E-05,0,0,0,0,0.000287144,0,0,0.000328165,0,4.10E-05
p__Proteobacteria_c__Alphaproteobacteria_o__Thalassobaculales_f__,0,0,0,0,0,0,0,0,0,4.10E-05,0,0,0,0,0,0,4.10E-05,4.10E-05,4.10E-05,8.20E-05,8.20E-05,0,0,0,0,0,4.10E-05,4.10E-05,0,0,8.20E-05,4.10E-05,4.10E-05,0,0,0,8.20E-05,0,0,0,0,0,0,0.000164082,4.10E-05,0,4.10E-05,0,0,0,4.10E-05,0.000205103,0.000451227,0.000369185
p__Actinobacteria_c__Actinobacteria_o__Propionibacteriales_f__Propionibacteriaceae,4.10E-05,0,0,0,0,0,0,0,0,0,0,0,4.10E-05,4.10E-05,0,0,0,0,4.10E-05,0,0,8.20E-05,0,4.10E-05,0,4.10E-05,4.10E-05,0,0,0,0,0,8.20E-05,0,0,0,0,0,4.10E-05,0,0,0,0,0,0,0.001066535,4.10E-05,0,4.10E-05,0,8.20E-05,4.10E-05,0.000123062,0
p__Cyanobacteria_c__Melainabacteria_o__Obscuribacterales_f__,0,0,0,4.10E-05,0,0,0,4.10E-05,8.20E-05,0,0,0,0,0,0,0,0,0,0,0,0,4.10E-05,0,0,0,4.10E-05,0,0,8.20E-05,0,0,0.000123062,0,0,0,0,0,0,0.000123062,0.000287144,0.000123062,0.000123062,0,0,0,0,0,0,0,0,0.000123062,8.20E-05,0.000164082,0
p__Proteobacteria_c__Alphaproteobacteria_o__Rhodovibrionales_f__Fodinicurvataceae,0,0,0,0,0,0,0,0,0,4.10E-05,0,0,0,0,0,8.20E-05,0.000369185,0,0,0,0,0,0,0,0,0,0.000369185,8.20E-05,0,0,0,0,0,0,0,0,0,0.000164082,0,0,0,8.20E-05,0,4.10E-05,0,0,8.20E-05,0,0,0,0,0,4.10E-05,0
p__Actinobacteria_c__Actinobacteria_o__Frankiales_f__Nakamurellaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,8.20E-05,0,0,0,0,0,0,0,0,0.000246124,0.000123062,0,0,0,0,0,0.000328165,0.000123062,0,0,0,0,0.000123062,0,0,8.20E-05,0,0,0,0,0,0,0,0,0,0,0,0.000123062,8.20E-05,0,0
p__Bacteroidetes_c__Bacteroidia_o__Cytophagales_f__Cytophagaceae,0,0,0,0,0,0,0,0,0,0,0,0,4.10E-05,4.10E-05,0,0,8.20E-05,0,0,0,0,0,0,8.20E-05,0.000205103,8.20E-05,0,0,0,0.000164082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.20E-05,4.10E-05,8.20E-05,0.000123062,0,0,0,0.000246124
p__Proteobacteria_c__Alphaproteobacteria_o__Micavibrionales_f__,0,0,0,0.000123062,0,4.10E-05,4.10E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.10E-05,0.000205103,0,0,0,0,0,0,0,8.20E-05,0,0,0.000205103,0,0,0,0,4.10E-05,0,0,0,4.10E-05,0.000123062,0,0,0,0,0,0,0,0,0.000164082,4.10E-05
p__Acidobacteria_c__Blastocatellia_Subgroup_4_o__11_24_f__uncultivated_soil_bacterium_clone_S111,0,0,0,0,8.20E-05,0,0,0,0.000123062,0,0,4.10E-05,4.10E-05,0,0,0,0,0,4.10E-05,0,0,0,0,0,0,0,4.10E-05,0,0,0,0,0,0,0.000205103,4.10E-05,0.000123062,0,8.20E-05,0,0,0,0,4.10E-05,0,0,0,0,0,0,0,0,0,0,0
p__Armatimonadetes_c__Armatimonadia_o__Armatimonadales_f__,0,0,8.20E-05,0,0,0,0.000164082,0,0,0,0,0,0,0,0,0,0,0,8.20E-05,0,0,0,0,0,8.20E-05,0,0,0,0,0,4.10E-05,0,0,0,4.10E-05,0,0,0,0,0,0,0,8.20E-05,0,0,0,0,0,0,0,0,4.10E-05,0,4.10E-05
p__Actinobacteria_c__0319_7L14_o___f__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.10E-05,0,0,0,0,0.000328165,0,4.10E-05,0,0,4.10E-05,0,0,0,0,0,0,0,0,0,4.10E-05,0,0,0,0,4.10E-05,0,0,0,0,4.10E-05,0,0,0,0,0
p__Actinobacteria_c__Actinobacteria_o___f__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.10E-05,0.000123062,0,0.000164082,8.20E-05,0
p__Verrucomicrobia_c__Verrucomicrobiae_o__Methylacidiphilales_f__Methylacidiphilaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.10E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.10E-05,0,0,0,0,0,4.10E-05,0,0,0.000164082,4.10E-05,4.10E-05
