Taxa,CCCHF2,CCCHF3,CCCHF5,CCCSF1,CCCSF3,CCCSF4,CCMEF1,CCMEF4,CCMEF5,HDCHF2,HDCHF4,HDCHF5,HDCSF1,HDCSF2,HDCSF4,HDMEF2,HDMEF3,HDMEF5,HSPCHF1,HSPCHF2,HSPCHF3,HSPCSF2,HSPCSF3,HSPCSF5,HSPMEF3,HSPMEF4,HSPMEF5,SSBCHF1,SSBCHF3,SSBCHF4,SSBCSF1,SSBCSF3,SSBCSF4,SSBMEF2,SSBMEF4,SSBMEF5,XGCHF1,XGCHF3,XGCHF4,XGCSF1,XGCSF2,XGCSF3,XGMEF1,XGMEF2,XGMEF3,YSCHF1,YSCHF4,YSCHF5,YSCSF1,YSCSF3,YSCSF5,YSMEF1,YSMEF3,YSMEF4
p__Actinobacteria_c__Actinobacteria_o__Micromonosporales_f__Micromonosporaceae,0.003937977,0.002297153,0.002338174,0.003158586,0.002420215,0.002830421,0.00274838,0.002461236,0.00209205,0.000287144,0.000205103,0.000246124,0.00069735,0.00069735,8.20E-05,0.000984494,0.017064566,0.00069735,0.001025515,0.000861432,0.000615309,0.000738371,0.001640824,0.001599803,0.002912462,0.002215112,0.001886947,0.00553778,0.003691853,0.000943474,0.002625318,0.00348675,0.003199606,0.00348675,0.003814915,0.00414308,0.00274838,0.003240627,0.003568792,0.004635327,0.003322668,0.003937977,0.003937977,0.003240627,0.003158586,0.005332677,0.001845927,0.000287144,0.001230618,0.00348675,0.000861432,0.002133071,0.002912462,0.001722865
p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Streptococcaceae,0.003855936,0.004758389,0.001886947,0.004758389,0.004430224,0.004307162,0.00274838,0.003322668,0.002461236,0.000984494,0.000205103,0.000410206,0.005455739,0.000943474,0.000328165,0.001927968,0.001271638,0.00069735,0.000451227,0.001517762,0.000820412,0.000369185,0.000820412,0.000574288,0.00135368,0.000861432,0.000820412,0.004307162,0.004061039,0.00274838,0.004266142,0.003855936,0.005004512,0.003691853,0.002707359,0.004512265,0.002912462,0.00484043,0.005578801,0.003691853,0.003117565,0.003814915,0.004102059,0.003650833,0.004758389,0.004635327,0.000984494,0.000123062,0.001763885,0.000533268,0.001681844,0.001025515,0.000738371,0.000820412
p__Firmicutes_c__Bacilli_o__Bacillales_f__Family_XII,0,8.20E-05,0.000369185,4.10E-05,8.20E-05,0,0.000123062,4.10E-05,4.10E-05,0.000123062,8.20E-05,4.10E-05,8.20E-05,0.000328165,0,0,0.000123062,4.10E-05,4.10E-05,0.000738371,0.000410206,0,0.000328165,0.00069735,8.20E-05,0.000205103,8.20E-05,4.10E-05,8.20E-05,0.001066535,8.20E-05,0.000164082,0.000287144,4.10E-05,0.000328165,0,0,4.10E-05,0,8.20E-05,0.000123062,0.000123062,8.20E-05,4.10E-05,4.10E-05,0.03671343,0.08934285,4.10E-05,0.000123062,0.000451227,0.000410206,0.000328165,0.000164082,0.000410206
p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Rikenellaceae,0.003199606,0.003732874,0.0013947,0.003076544,0.002543277,0.002010009,0.001968988,0.002256133,0.002133071,0.000164082,0.000164082,8.20E-05,0.00209205,0.000369185,4.10E-05,0.000205103,0.000656329,0.001435721,0.000902453,0.000738371,0.000164082,8.20E-05,0.001517762,0.000369185,0.000820412,0.000861432,0.000533268,0.004430224,0.004307162,0.037041595,0.003240627,0.002830421,0.003650833,0.002420215,0.0027894,0.002010009,0.003322668,0.003035524,0.003568792,0.002338174,0.005250636,0.003814915,0.002871441,0.003732874,0.003076544,0.003937977,0.000574288,8.20E-05,0.000615309,0.000451227,8.20E-05,0.000410206,0.000328165,0.000861432
p__Proteobacteria_c__Alphaproteobacteria_o__Rhizobiales_f__,0.003650833,0.0027894,0.002297153,0.002994503,0.003527771,0.003609812,0.003240627,0.003240627,0.00205103,0.000533268,0.000902453,0.000738371,0.001640824,0.001230618,0.000369185,0.001230618,0.001435721,0.00135368,0.002338174,0.001558783,0.001476741,0.001476741,0.001148577,0.001968988,0.002215112,0.001189597,0.002379194,0.003568792,0.003322668,0.000328165,0.003855936,0.003650833,0.003199606,0.002625318,0.003240627,0.002707359,0.003363689,0.004389203,0.003978997,0.003404709,0.003281647,0.003363689,0.003650833,0.00348675,0.003117565,0.000738371,0.000656329,0.000902453,0.001435721,0.002133071,0.001312659,0.004348183,0.008245139,0.00344573
p__Actinobacteria_c__Acidimicrobiia_o__Microtrichales_f__,0.002297153,0.002707359,0.001763885,0.00205103,0.0027894,0.00348675,0.001517762,0.002010009,0.001640824,0.000164082,0.001148577,0.000943474,0.001722865,0.000246124,4.10E-05,0.003773894,0.003937977,0.003076544,0.005701862,0.003363689,0.004102059,0.004225121,0.002502256,0.002215112,0.003527771,0.002215112,0.004717368,0.002379194,0.002584297,0.000738371,0.001763885,0.003650833,0.001927968,0.001845927,0.002912462,0.001763885,0.002584297,0.003527771,0.003158586,0.001927968,0.002830421,0.001722865,0.001681844,0.002379194,0.002379194,4.10E-05,0.000205103,0.001066535,0.002871441,0.003773894,0.002502256,0.002912462,0.004471245,0.00344573
p__Actinobacteria_c__Acidimicrobiia_o__IMCC26256_f__,0.001886947,0.001722865,0.001435721,0.001640824,0.001230618,0.002584297,0.001599803,0.001025515,0.001189597,0.000328165,0.001107556,0.000861432,0.000246124,0.000205103,0.000246124,0.004717368,0.002666339,0.004266142,0.003650833,0.003158586,0.002912462,0.00553778,0.003650833,0.002707359,0.003937977,0.005209615,0.004307162,0.001845927,0.001517762,0.001107556,0.0013947,0.00135368,0.002502256,0.001517762,0.0027894,0.001763885,0.001558783,0.001804906,0.002256133,0.001927968,0.001476741,0.002666339,0.001763885,0.001476741,0.00205103,4.10E-05,0.000164082,0.000779391,0.005209615,0.00553778,0.005168595,0.004676348,0.003814915,0.007342686
p__Actinobacteria_c__Thermoleophilia_o__Gaiellales_f__Gaiellaceae,0.001681844,0.002215112,0.000779391,0.001148577,0.002994503,0.002256133,0.003035524,0.00205103,0.001189597,0.000287144,0.001517762,0.000492247,0.000902453,0.000246124,0,0.002625318,0.004430224,0.002912462,0.004061039,0.004922471,0.003199606,0.002994503,0.003199606,0.003855936,0.003158586,0.003404709,0.00414308,0.004061039,0.002502256,0.001558783,0.002338174,0.002174091,0.002133071,0.002543277,0.0027894,0.002830421,0.001968988,0.002666339,0.003117565,0.002379194,0.002297153,0.00274838,0.002707359,0.002297153,0.002420215,0.000205103,0.000123062,0.000451227,0.003896956,0.003240627,0.002994503,0.002297153,0.002953483,0.002912462
p__Actinobacteria_c__Actinobacteria_o__Micrococcales_f__Microbacteriaceae,0.000779391,0.001476741,0.001476741,0.001599803,0.001435721,0.00135368,0.00205103,0.003650833,0.001066535,0.001968988,0.003363689,0.008614324,0.007260645,0.012921487,0.000615309,0.00069735,0.001107556,0.001107556,0.000820412,0.000738371,0.001312659,0.000328165,0.000943474,0.001107556,0.000984494,0.00209205,0.001558783,0.001230618,0.001722865,0.004348183,0.001558783,0.001517762,0.001722865,0.001845927,0.000902453,0.001066535,0.001599803,0.001681844,0.002461236,0.001271638,0.001845927,0.001558783,0.001517762,0.001886947,0.001599803,0.013085569,0.009393716,0.000820412,0.001722865,0.000738371,0.002707359,0.002543277,0.001722865,0.001599803
p__Proteobacteria_c__Deltaproteobacteria_o__Myxococcales_f__,0.002215112,0.002420215,0.000779391,0.002010009,0.002174091,0.001558783,0.001230618,0.001435721,0.001066535,8.20E-05,0.000779391,0.000533268,0.000123062,8.20E-05,4.10E-05,0.00348675,0.000984494,0.004430224,0.003814915,0.005045533,0.004799409,0.003691853,0.00344573,0.004225121,0.003240627,0.002953483,0.003158586,0.001927968,0.002256133,0,0.002297153,0.002584297,0.002502256,0.001681844,0.001599803,0.002379194,0.001968988,0.001230618,0.001476741,0.001517762,0.002297153,0.002010009,0.001435721,0.002707359,0.002215112,0.000861432,0,0.0013947,0.002871441,0.003240627,0.005086553,0.004102059,0.00348675,0.002543277
p__Patescibacteria_c__Saccharimonadia_o__Saccharimonadales_f__,0.001599803,0.001148577,0.001558783,0.00209205,0.002174091,0.0013947,0.0013947,0.001435721,0.001763885,0.000205103,0.000984494,0.001148577,0.000287144,0.000410206,0.000123062,0.004348183,0.001025515,0.003281647,0.004471245,0.00488145,0.004061039,0.005045533,0.00344573,0.003855936,0.005455739,0.006153089,0.002502256,0.002297153,0.002010009,0,0.001435721,0.002215112,0.001640824,0.002010009,0.001066535,0.001886947,0.002010009,0.001763885,0.002174091,0.001189597,0.001845927,0.001681844,0.002133071,0.001599803,0.000984494,0,0.000123062,0.000820412,0.002502256,0.003240627,0.00484043,0.003240627,0.003117565,0.003117565
p__Bacteroidetes_c__Bacteroidia_o__Cytophagales_f__Hymenobacteraceae,0.002994503,0.002420215,0.000984494,0.001804906,0.002379194,0.002338174,0.001435721,0.001435721,0.002256133,0.000738371,0.000328165,0.001148577,0.001189597,0.001476741,0.000123062,0.00135368,0.000287144,0.001681844,0.0013947,0.000738371,0.001066535,0.000861432,0.001927968,0.003158586,0.004758389,0.002584297,0.001763885,0.001927968,0.002379194,0.013536795,0.003199606,0.001681844,0.001927968,0.002543277,0.001517762,0.002379194,0.003814915,0.002174091,0.002625318,0.001886947,0.001804906,0.00209205,0.002379194,0.001640824,0.003404709,0.005291656,0.002707359,0.000369185,0.001845927,0.000492247,0.002461236,0.000861432,0.000820412,0.001312659
p__Proteobacteria_c__Deltaproteobacteria_o__Myxococcales_f__Polyangiaceae,0.002912462,0.003363689,0.000984494,0.002461236,0.003363689,0.001968988,0.002338174,0.001968988,0.002174091,0.000164082,0.000779391,0.000287144,0.000369185,0.000410206,8.20E-05,0.002379194,0.000328165,0.002625318,0.001722865,0.002543277,0.003076544,0.003322668,0.002010009,0.001763885,0.003527771,0.002666339,0.00205103,0.003240627,0.001968988,0,0.002379194,0.002994503,0.002420215,0.002871441,0.001558783,0.002625318,0.003199606,0.003158586,0.002461236,0.003937977,0.00344573,0.002871441,0.002625318,0.003855936,0.002666339,0,0,0.000451227,0.002256133,0.001107556,0.001722865,0.002133071,0.003076544,0.001599803
p__Firmicutes_c__Clostridia_o__Clostridiales_f__Peptostreptococcaceae,0.001148577,0.001476741,0.001107556,0.00209205,0.000533268,0.001107556,0.001189597,0.001066535,0.001845927,0.000738371,0.000164082,0.000779391,0.003650833,0.003199606,0.000205103,0.003773894,0.000574288,0.000656329,0.001640824,0.000492247,0.001066535,0.000369185,0.00069735,0.000984494,0.000943474,0.001107556,0.001025515,0.001927968,0.001476741,0.028673394,0.001517762,0.0013947,0.001640824,0.00135368,0.000902453,0.001230618,0.001476741,0.000861432,0.001517762,0.000820412,0.001230618,0.001148577,0.000943474,0.001066535,0.001107556,0.007342686,0.004266142,0.000779391,0.002584297,0.001845927,0.001599803,0.003609812,0.002871441,0.002174091
p__Gemmatimonadetes_c__BD2_11_terrestrial_group_o___f__,0.000615309,0.000902453,0.000410206,0.000492247,0.000656329,0.000123062,0.00069735,0.000410206,0.000246124,0.000369185,0.001763885,0.000779391,0,4.10E-05,0,0.003691853,0.001435721,0.006563295,0.005086553,0.005127574,0.005578801,0.006850439,0.004635327,0.006440233,0.003896956,0.007424727,0.004963492,0.000615309,0.000533268,0,0.000205103,0.000615309,0.000369185,0.001886947,0.000287144,0.000779391,0.00069735,0.000369185,0.000820412,0.00069735,0.000820412,0.000656329,0.000656329,0.00069735,0.000820412,0,0,0.001312659,0.003814915,0.005086553,0.006399212,0.003609812,0.004020018,0.003855936
p__Gemmatimonadetes_c__AKAU4049_o___f__,8.20E-05,0,4.10E-05,4.10E-05,0.000410206,0,8.20E-05,4.10E-05,0.000164082,0.000328165,0.001189597,0.001025515,0.000779391,0.000369185,0.000246124,0.00484043,0.001640824,0.004922471,0.006071048,0.005373698,0.005742883,0.006686357,0.007834933,0.004348183,0.003650833,0.006809418,0.005906965,8.20E-05,0.000246124,0,0,0.000123062,4.10E-05,0,0.000287144,8.20E-05,0.000164082,0,0.000410206,0.000123062,8.20E-05,0.000123062,0.000574288,0.000451227,0.00069735,0,0,0.001804906,0.006358192,0.006850439,0.006112068,0.00484043,0.004676348,0.005332677
p__Proteobacteria_c__Alphaproteobacteria_o__Rhizobiales_f__Beijerinckiaceae,0.001189597,0.001886947,0.001517762,0.002502256,0.001681844,0.001845927,0.001640824,0.002420215,0.000738371,0.000492247,0.000164082,0.000369185,0.001189597,0.001230618,0.000492247,0.001435721,0.00135368,0.001189597,0.001107556,0.001476741,0.001763885,0.000410206,0.001599803,0.002912462,0.004307162,0.004389203,0.002174091,0.001722865,0.00205103,0.008491263,0.001517762,0.001927968,0.001804906,0.002543277,0.001435721,0.002174091,0.003240627,0.00209205,0.001968988,0.002379194,0.001271638,0.001886947,0.003076544,0.002256133,0.00135368,0.005701862,0.003978997,0.000328165,0.001189597,0.000328165,0.0013947,0.000902453,0.002502256,0.001722865
p__Bacteroidetes_c__Bacteroidia_o__Cytophagales_f__Amoebophilaceae,0.001476741,0.000492247,0.000779391,0.002543277,0.000943474,0.000205103,0.000287144,0,0,0,0,0,0,0.000246124,0,0.000328165,0,0,0,0,0,0,0,0,0,0,0,0,0.000656329,0.081425876,0.000328165,0,0.000287144,0.001886947,0.000943474,0.0013947,0,8.20E-05,0,0,4.10E-05,0,0,0,0,0.001148577,0.000410206,0,4.10E-05,0,0.006850439,0,0,0
p__Actinobacteria_c__MB_A2_108_o___f__,0.001927968,0.001107556,0.0013947,0.00135368,0.000820412,0.001681844,0.002010009,0.000779391,0.000861432,0.000246124,0.001640824,0.00069735,0.000492247,0.000410206,4.10E-05,0.003363689,0.000984494,0.002953483,0.002994503,0.005168595,0.001230618,0.003117565,0.003527771,0.002133071,0.002912462,0.002625318,0.00414308,0.00135368,0.00209205,0.000492247,0.001066535,0.001722865,0.000984494,0.002297153,0.001148577,0.001804906,0.001558783,0.001517762,0.0013947,0.00135368,0.001435721,0.001025515,0.002174091,0.001763885,0.002338174,0.002871441,0.000123062,0.000779391,0.004266142,0.00209205,0.002625318,0.004102059,0.003527771,0.003404709
p__Chloroflexi_c__Chloroflexia_o__Thermomicrobiales_f__AKYG1722,0.000738371,0.00069735,0.000492247,0.000779391,0.000369185,0.000615309,0.000451227,0.000738371,8.20E-05,8.20E-05,0.001230618,0.000820412,8.20E-05,0.000205103,4.10E-05,0.004635327,0.002010009,0.003363689,0.004512265,0.003937977,0.006112068,0.006071048,0.005619821,0.005127574,0.004635327,0.005250636,0.003404709,0.000984494,0.000205103,4.10E-05,0.000861432,0.00069735,0.000574288,0.000615309,0.000943474,0.000246124,0.000164082,0.000943474,0.000615309,0.001189597,0.000287144,0.000779391,0.000369185,0.000779391,0.000287144,0,0,0.000574288,0.003937977,0.002912462,0.005209615,0.006440233,0.003363689,0.006768398
p__Actinobacteria_c__Actinobacteria_o__Frankiales_f__Geodermatophilaceae,0.001066535,0.000328165,0.001066535,0.001558783,0.001312659,0.001640824,0.000943474,0.001476741,0.000779391,0.000205103,0.000533268,0.00069735,0.002502256,0.003117565,8.20E-05,0.004266142,0.000615309,0.000492247,0.001435721,0.001025515,0.001681844,0.000369185,0.001968988,0.004061039,0.007465748,0.006399212,0.002338174,0.001271638,0.000902453,0.011649848,0.000902453,0.000820412,0.000451227,0.001558783,0.001025515,0.001558783,0.001435721,0.001066535,0.001230618,0.001558783,0.001271638,0.001271638,0.000902453,0.000861432,0.000820412,0.006112068,0.002830421,0.000164082,0.002338174,0.00069735,0.0013947,0.001681844,0.002338174,0.0041841
p__Planctomycetes_c__OM190_o___f__,0.002297153,0.002830421,0.001845927,0.002707359,0.002010009,0.001886947,0.0013947,0.001886947,0.001763885,0.000246124,0.000451227,0.000328165,0,8.20E-05,0,0.002543277,0.000369185,0.00205103,0.002174091,0.002994503,0.001927968,0.00344573,0.002297153,0.002256133,0.003158586,0.002174091,0.002297153,0.0013947,0.001476741,0,0.002543277,0.00209205,0.003240627,0.001435721,0.00344573,0.001722865,0.003035524,0.002256133,0.002379194,0.003158586,0.003035524,0.003158586,0.001886947,0.002584297,0.001640824,0,0,0.000410206,0.001271638,0.002871441,0.003814915,0.001968988,0.001066535,0.001681844
p__Verrucomicrobia_c__Verrucomicrobiae_o__Chthoniobacterales_f__Chthoniobacteraceae,0.004348183,0.003199606,0.001886947,0.003978997,0.002994503,0.003035524,0.002215112,0.002707359,0.002256133,8.20E-05,0.000287144,4.10E-05,0.000451227,0,0,0.000492247,0.002215112,0,0.000410206,0.000574288,0.000123062,0.000123062,0.000164082,8.20E-05,0.001312659,0.000656329,0.000943474,0.002666339,0.003117565,0.000451227,0.004307162,0.003404709,0.003937977,0.00348675,0.004430224,0.004020018,0.004102059,0.003650833,0.003322668,0.002871441,0.003732874,0.004307162,0.003855936,0.003978997,0.002953483,4.10E-05,0.000328165,0.000164082,0.000779391,0.000451227,8.20E-05,0.000779391,0.000328165,0.000246124
p__Latescibacteria_c___o___f__,0.005209615,0.003035524,0.002461236,0.003732874,0.004348183,0.003240627,0.001763885,0.003240627,0.001763885,4.10E-05,4.10E-05,0.000123062,0.000410206,0.000123062,0,4.10E-05,4.10E-05,4.10E-05,0.000164082,0,0,4.10E-05,4.10E-05,0.000328165,0.000164082,4.10E-05,0.000205103,0.005578801,0.004717368,0,0.003363689,0.003814915,0.003773894,0.003199606,0.004061039,0.00348675,0.00274838,0.003773894,0.004061039,0.003650833,0.003814915,0.003896956,0.003527771,0.003609812,0.004799409,0,0,0.000123062,0.000328165,0.000205103,0.000123062,0.000410206,0.000164082,0.001025515
p__Actinobacteria_c__Acidimicrobiia_o__Microtrichales_f__Iamiaceae,0.002174091,0.003404709,0.001476741,0.00274838,0.003076544,0.001640824,0.002707359,0.001640824,0.001517762,4.10E-05,8.20E-05,0.000451227,0.000533268,8.20E-05,4.10E-05,0.001517762,0.000451227,0.000902453,0.001312659,0.000615309,0.001599803,0.001230618,0.002543277,0.000861432,0.001476741,0.002338174,0.001107556,0.002871441,0.002912462,0.000861432,0.003117565,0.002010009,0.002625318,0.002297153,0.0027894,0.002215112,0.003076544,0.002871441,0.002830421,0.002379194,0.002338174,0.002830421,0.002461236,0.00274838,0.003035524,0.006194109,0.000287144,0.000451227,0.001271638,0.000656329,0.001107556,0.00135368,0.00135368,0.001640824
p__Actinobacteria_c__Acidimicrobiia_o__Actinomarinales_f__,0.000246124,0.000123062,4.10E-05,0.000451227,0.000123062,0.000574288,0.000246124,0.000369185,8.20E-05,8.20E-05,0.001927968,0.001025515,0.000205103,0.000533268,0.000123062,0.004266142,0.00135368,0.004922471,0.003527771,0.003609812,0.005414718,0.005414718,0.004389203,0.004020018,0.004430224,0.005947986,0.004307162,0.000246124,0.000164082,0.002461236,0.000287144,0.000164082,0.000123062,0.000164082,0.000205103,0.000246124,8.20E-05,4.10E-05,0.000738371,0.000246124,4.10E-05,0.000246124,0.000656329,0.000287144,8.20E-05,8.20E-05,0.000164082,0.001558783,0.005168595,0.004635327,0.006358192,0.006481254,0.005332677,0.003322668
p__Proteobacteria_c__Alphaproteobacteria_o__Caulobacterales_f__Hyphomonadaceae,0.001722865,0.002584297,0.001107556,0.001845927,0.001517762,0.001640824,0.001845927,0.001640824,0.001517762,8.20E-05,0.001148577,0.000369185,0.001066535,0.000902453,0.000123062,0.001599803,0.001312659,0.00209205,0.002502256,0.003240627,0.002953483,0.00348675,0.001640824,0.000861432,0.001681844,0.001886947,0.000984494,0.001599803,0.00209205,0,0.002215112,0.00205103,0.001312659,0.002666339,0.000984494,0.001640824,0.001066535,0.002625318,0.002133071,0.002174091,0.002338174,0.002625318,0.002215112,0.002215112,0.001681844,0,0,0.000656329,0.00205103,0.002912462,0.001517762,0.001927968,0.002871441,0.001148577
p__Proteobacteria_c__Gammaproteobacteria_o__Oceanospirillales_f__Halomonadaceae,0.000410206,0.000205103,0,0.000656329,0.000369185,0.000492247,0.000123062,0.000164082,0.000328165,0.000533268,4.10E-05,0,0.000410206,0.000205103,0.000451227,0.000287144,0.000123062,0.000410206,0.000615309,0.000369185,0.000410206,0,0.000123062,0.000123062,0.000656329,0.001066535,0.00069735,0.000410206,0.000369185,0.067232751,0.000574288,0.000369185,0.000492247,0.000328165,0.000410206,0.000205103,0.000246124,0.000205103,0.000656329,0.000328165,0.000246124,0.000492247,0.000369185,0.000656329,0.000369185,0.003281647,0.000205103,8.20E-05,0.000820412,0.000492247,0.00069735,0.000287144,0.000492247,0.000246124
p__Proteobacteria_c__Gammaproteobacteria_o__Betaproteobacteriales_f__Methylophilaceae,0.002543277,0.004512265,0.002256133,0.003322668,0.003240627,0.00344573,0.003240627,0.002338174,0.002584297,0.000123062,4.10E-05,8.20E-05,0.000205103,0.000287144,4.10E-05,0.000451227,0.000287144,4.10E-05,0.000123062,8.20E-05,0.000410206,8.20E-05,0.000369185,8.20E-05,0.000410206,0.001230618,0.000451227,0.0027894,0.002502256,0,0.002625318,0.003117565,0.002953483,0.002420215,0.003199606,0.003158586,0.002625318,0.002994503,0.00348675,0.00274838,0.003773894,0.003527771,0.003691853,0.002912462,0.003117565,0,0,0.000287144,0.000328165,0.000615309,0.000328165,0.001189597,0.00069735,0.000205103
p__Actinobacteria_c__Actinobacteria_o__Micrococcales_f__Intrasporangiaceae,0.002420215,0.00209205,0.001025515,0.001599803,0.002174091,0.002215112,0.00135368,0.001968988,0.001107556,8.20E-05,4.10E-05,4.10E-05,0.000574288,0.001066535,0,0.000328165,0,0.000369185,0.001148577,0.001189597,0.000902453,8.20E-05,0.000410206,0.001886947,0.001599803,0.002215112,0.000943474,0.002994503,0.002420215,0.007055542,0.002994503,0.002174091,0.001763885,0.002420215,0.002215112,0.003076544,0.002379194,0.002584297,0.002994503,0.001517762,0.002297153,0.001763885,0.001845927,0.002502256,0.001476741,0.004225121,0.00135368,4.10E-05,0.001312659,0.000861432,0.001435721,0.001107556,0.000451227,0.000738371
p__Chloroflexi_c__TK10_o___f__,0.003978997,0.003199606,0.000861432,0.002584297,0.00205103,0.001640824,0.001681844,0.001927968,0.002379194,0,0.000123062,0.000246124,0.000205103,0.000246124,0,0.000615309,0.00069735,0,0.001312659,0.000820412,0.001148577,0.000738371,0.001763885,0.00069735,0.000656329,0.001025515,0.000738371,0.002174091,0.0027894,0.000410206,0.002584297,0.002912462,0.002215112,0.003158586,0.002133071,0.003076544,0.003035524,0.00274838,0.002174091,0.003158586,0.002420215,0.001763885,0.002994503,0.003404709,0.00274838,0,0,0.000123062,0.000369185,0.000533268,0.001025515,0.002420215,0.001066535,0.002174091
p__Proteobacteria_c__Alphaproteobacteria_o__Azospirillales_f__,0.000902453,0.000943474,0.000574288,0.000984494,0.000738371,0.000779391,0.000328165,0.000369185,0.000820412,0.000164082,0.001722865,0.000943474,0.000287144,0.000369185,0.000123062,0.004020018,0.001107556,0.003158586,0.002297153,0.003158586,0.003240627,0.003937977,0.004061039,0.003240627,0.003322668,0.004676348,0.002625318,0.001066535,0.000984494,0.000246124,0.000574288,0.001025515,0.000533268,0.000533268,0.000779391,0.000943474,0.000779391,0.00069735,0.00135368,0.000861432,0.000779391,0.000738371,0.001230618,0.001148577,0.002010009,0,0.000246124,0.000615309,0.003199606,0.004225121,0.002666339,0.002256133,0.002379194,0.003855936
p__Gemmatimonadetes_c__Longimicrobia_o__Longimicrobiales_f__Longimicrobiaceae,0.001886947,0.001230618,0.001804906,0.002379194,0.001968988,0.001845927,0.001107556,0.001599803,0.001025515,0.000164082,0.000574288,0.000410206,0.000205103,0.001148577,0.000164082,0.001927968,0.000779391,0.001763885,0.002215112,0.002461236,0.003773894,0.002256133,0.002338174,0.001107556,0.002297153,0.001066535,0.001476741,0.00135368,0.000779391,0.0013947,0.001886947,0.001312659,0.002174091,0.001886947,0.002379194,0.001148577,0.001271638,0.001107556,0.001886947,0.001640824,0.001681844,0.0013947,0.001804906,0.002420215,0.002543277,0.000328165,0.000205103,0.000451227,0.001517762,0.002215112,0.003035524,0.001640824,0.001558783,0.001189597
p__Chloroflexi_c__JG30_KF_CM66_o___f__,0.000820412,0.000738371,0.000574288,0.00069735,0.001722865,0.000410206,0.000574288,0.000369185,0.00069735,0,0.000738371,0.000328165,0.000246124,4.10E-05,8.20E-05,0.001763885,0.00972188,0.002215112,0.0041841,0.001845927,0.003240627,0.002420215,0.002912462,0.003281647,0.001681844,0.001804906,0.005086553,0.000902453,0.001681844,0.000246124,0.000861432,0.00069735,0.000779391,0.000287144,0.001148577,0.000492247,0.000861432,0.001148577,0.001066535,0.000779391,0.000820412,0.001066535,0.001640824,0.001189597,0.001435721,0.000164082,0,0.000410206,0.003568792,0.002584297,0.002830421,0.002830421,0.002010009,0.002625318
p__Proteobacteria_c__Alphaproteobacteria_o__Rhizobiales_f__Hyphomicrobiaceae,0.002584297,0.00205103,0.001845927,0.001271638,0.002379194,0.002912462,0.00205103,0.001886947,0.000943474,0.000246124,0.000164082,8.20E-05,0.000574288,0.000451227,4.10E-05,0.000287144,0.002994503,0.000123062,0.000246124,0.000943474,0.000123062,0.000246124,0.000328165,0.000246124,8.20E-05,0.000410206,0.000656329,0.002297153,0.002584297,0.001107556,0.002625318,0.002625318,0.002338174,0.002010009,0.002010009,0.002215112,0.002297153,0.002133071,0.001845927,0.001722865,0.002010009,0.002174091,0.001927968,0.002297153,0.002666339,0.001804906,0.000369185,0.000164082,0.000492247,0.000943474,0.000492247,0.001271638,0.001271638,0.001804906
p__Actinobacteria_c__Actinobacteria_o__Frankiales_f__,0.00274838,0.001025515,0.000656329,0.001763885,0.0013947,0.00135368,0.0013947,0.001025515,0.000984494,8.20E-05,4.10E-05,0.000287144,0.000615309,0.000410206,0,0.000287144,0.000164082,0.000205103,0.000574288,0.000861432,0.001189597,0.000574288,0.00069735,0.003076544,0.004717368,0.001804906,0.001763885,0.001558783,0.002133071,0.002502256,0.001681844,0.001107556,0.002010009,0.001927968,0.002174091,0.002584297,0.000984494,0.001558783,0.002297153,0.00135368,0.002461236,0.002010009,0.001312659,0.002133071,0.001312659,0.004307162,0.000369185,0.000123062,0.000779391,0.000328165,0.000533268,0.001722865,0.000533268,0.001230618
p__Actinobacteria_c__Thermoleophilia_o__Gaiellales_f__,0.001599803,0.001435721,0.000738371,0.00209205,0.001640824,0.001435721,0.000943474,0.001066535,0.000779391,0.000164082,0.000287144,0.000164082,0.000164082,0.000164082,4.10E-05,0.001681844,0.001599803,0.001804906,0.001558783,0.002584297,0.001230618,0.001517762,0.000738371,0.001558783,0.002707359,0.001763885,0.001599803,0.002010009,0.001640824,0.000164082,0.001189597,0.001148577,0.001763885,0.001312659,0.001640824,0.001968988,0.001517762,0.001066535,0.001722865,0.001189597,0.002174091,0.001189597,0.000984494,0.001558783,0.001312659,0.001148577,4.10E-05,0.000246124,0.002133071,0.001476741,0.002010009,0.001107556,0.001558783,0.002707359
p__Verrucomicrobia_c__Verrucomicrobiae_o__Pedosphaerales_f__Pedosphaeraceae,0.001312659,0.001435721,0.000820412,0.000902453,0.001599803,0.0013947,0.000656329,0.001476741,0.000779391,4.10E-05,0.000451227,0.000328165,0.000123062,0.000369185,0.000123062,0.001599803,0.000533268,0.001230618,0.002379194,0.000902453,0.003650833,0.002215112,0.002707359,0.001312659,0.000574288,0.000820412,0.001968988,0.001886947,0.000615309,0,0.001148577,0.001025515,0.001107556,0.001681844,0.0013947,0.002420215,0.001312659,0.001517762,0.001558783,0.001722865,0.001763885,0.0013947,0.001517762,0.001025515,0.001886947,0.00135368,0,0.000779391,0.002338174,0.003117565,0.001599803,0.001804906,0.001312659,0.00069735
