"Taxa","CCCHF2","CCCHF3","CCCHF5","CCCSF1","CCCSF3","CCCSF4","CCMEF1","CCMEF4","CCMEF5","HDCHF2","HDCHF4","HDCHF5","HDCSF1","HDCSF2","HDCSF4","HDMEF2","HDMEF3","HDMEF5","HSPCHF1","HSPCHF2","HSPCHF3","HSPCSF2","HSPCSF3","HSPCSF5","HSPMEF3","HSPMEF4","HSPMEF5","SSBCHF1","SSBCHF3","SSBCHF4","SSBCSF1","SSBCSF3","SSBCSF4","SSBMEF2","SSBMEF4","SSBMEF5","XGCHF1","XGCHF3","XGCHF4","XGCSF1","XGCSF2","XGCSF3","XGMEF1","XGMEF2","XGMEF3","YSCHF1","YSCHF4","YSCHF5","YSCSF1","YSCSF3","YSCSF5","YSMEF1","YSMEF3","YSMEF4"
"k__Bacteria|p__Planctomycetes",0.00475838871113299,0.00455328574944622,0.00319960620231356,0.00508655344983182,0.00443022397243416,0.00365083271802445,0.00250225613257855,0.00410205923373533,0.00402001804906063,0.00073837066207236,0.00229715317089179,0.00209205020920502,0.000205102961686767,0.000164082369349413,4.10205923373534e-05,0.0105422922306998,0.00250225613257855,0.0116498482238084,0.0146443514644351,0.0141521043563869,0.0106243334153745,0.019156616621544,0.015095577980146,0.0139470013947001,0.0122651571088687,0.0138649602100254,0.0116498482238084,0.00348675034867503,0.00360981212568709,0.000902453031421774,0.00385593567971121,0.00360981212568709,0.00693248010501272,0.00570186233489212,0.00603002707359094,0.00356879153334974,0.0048404298958077,0.00479940930347034,0.005455738780868,0.00533267700385594,0.0055377799655427,0.0048404298958077,0.00311756501763885,0.00537369759619329,0.00311756501763885,0,0.000410205923373534,0.0043071621954221,0.0106653540077119,0.0111576011157601,0.0158749692345557,0.0123471982935434,0.0153827221265075,0.0136188366560013
"k__Bacteria|p__Patescibacteria",0.00213307080154237,0.00118959717778325,0.00213307080154237,0.00291246205595209,0.00270735909426532,0.0018459266551809,0.00266633850192797,0.00196898843219296,0.00225613257855443,0.000328164738698827,0.00110755599310854,0.00114857658544589,0.00172286487816884,0.00073837066207236,0.00024612355402412,0.00537369759619329,0.00127163836245795,0.00512757404216917,0.00463532693412093,0.00512757404216917,0.00525063581918123,0.00557880055788006,0.00447124456477152,0.00459430634178358,0.00570186233489212,0.00672737714332595,0.00266633850192797,0.00270735909426532,0.00262531790959061,0.000164082369349413,0.00250225613257855,0.0030765444253015,0.00196898843219296,0.00242021494790385,0.00159980310115678,0.00229715317089179,0.0024612355402412,0.00225613257855443,0.00270735909426532,0.00180490606284355,0.00237919435556649,0.00196898843219296,0.00237919435556649,0.00225613257855443,0.00159980310115678,0.00168184428583149,0.000287144146361473,0.000902453031421774,0.00344572975633768,0.00352777094101239,0.0060710476659283,0.00402001804906063,0.00336368857166297,0.00402001804906063
"k__Bacteria|p__Latescibacteria",0.00549675937320535,0.00324062679465091,0.0024612355402412,0.00381491508737386,0.00459430634178358,0.00360981212568709,0.00196898843219296,0.00328164738698827,0.00196898843219296,4.10205923373534e-05,4.10205923373534e-05,0.00012306177701206,0.000410205923373534,0.00012306177701206,0,4.10205923373534e-05,4.10205923373534e-05,4.10205923373534e-05,0.000164082369349413,0,0,4.10205923373534e-05,4.10205923373534e-05,0.000328164738698827,0.000164082369349413,4.10205923373534e-05,0.000205102961686767,0.00590696529657888,0.00500451226515711,0,0.00377389449503651,0.00406103864139798,0.00397899745672328,0.00319960620231356,0.00426614160308475,0.00348675034867503,0.00303552383296415,0.00397899745672328,0.0043071621954221,0.00410205923373533,0.00385593567971121,0.00438920338009681,0.00360981212568709,0.00385593567971121,0.00496349167281976,0,0,0.00012306177701206,0.000574288292722947,0.000205102961686767,0.00012306177701206,0.000410205923373534,0.000164082369349413,0.00102551480843383
"k__Bacteria|p__Epsilonbacteraeota",0.00159980310115678,0.00131265895479531,0.000656329477397654,0.00151776191648207,0.00164082369349413,0.00192796783985561,0.00201000902453031,0.00114857658544589,0.00131265895479531,8.20411846747067e-05,0.00012306177701206,4.10205923373534e-05,0.00278940027894003,0.000205102961686767,8.20411846747067e-05,0.000410205923373534,0.000205102961686767,0.000164082369349413,0.00036918533103618,0.000902453031421774,8.20411846747067e-05,0.000164082369349413,0.00012306177701206,0.0012306177701206,0.000205102961686767,0.000328164738698827,0.000205102961686767,0.00180490606284355,0.00180490606284355,0.00229715317089179,0.00143572073180737,0.00172286487816884,0.00147674132414472,0.00172286487816884,0.0018459266551809,0.00131265895479531,0.00131265895479531,0.00147674132414472,0.00201000902453031,0.00812207728279596,0.006153088850603,0.005455738780868,0.00172286487816884,0.00213307080154237,0.00209205020920502,0.00024612355402412,0.000451226515710887,0.00049224710804824,0.000205102961686767,0.00024612355402412,0.00036918533103618,0.000574288292722947,0.000287144146361473,0.000287144146361473
"k__Bacteria|p__Spirochaetes",0,0,4.10205923373534e-05,4.10205923373534e-05,0,0,4.10205923373534e-05,0.00024612355402412,0,0,0,0,0,0,0,0,0,0.00012306177701206,8.20411846747067e-05,0.00012306177701206,0,0,4.10205923373534e-05,0,0,0,0.000164082369349413,0,0.00012306177701206,0.0638690622692592,0,4.10205923373534e-05,0,0.000410205923373534,8.20411846747067e-05,4.10205923373534e-05,0.000205102961686767,0,0.00012306177701206,0,0,0.00012306177701206,0.00024612355402412,4.10205923373534e-05,4.10205923373534e-05,0.00262531790959061,4.10205923373534e-05,4.10205923373534e-05,4.10205923373534e-05,4.10205923373534e-05,4.10205923373534e-05,0,0,0.000205102961686767
"k__Bacteria|p__Cyanobacteria",0.00254327672491591,0.00213307080154237,0.00131265895479531,0.00188694724751825,0.00217409139387973,0.00176388547050619,0.0018459266551809,0.00217409139387973,0.00086143243908442,0.000205102961686767,0.000287144146361473,0.000410205923373534,0.000451226515710887,0.00086143243908442,0.00024612355402412,0.000574288292722947,0.00086143243908442,0.000410205923373534,0.000410205923373534,0.000451226515710887,0.000820411846747067,0.00024612355402412,0.00086143243908442,0.00192796783985561,0.000779391254409714,0.00114857658544589,0.000574288292722947,0.00135367954713266,0.00168184428583149,0.00036918533103618,0.00258429731725326,0.00155878250881943,0.00164082369349413,0.00147674132414472,0.00242021494790385,0.00131265895479531,0.00254327672491591,0.0018459266551809,0.00262531790959061,0.00168184428583149,0.00201000902453031,0.00217409139387973,0.0018459266551809,0.00147674132414472,0.00180490606284355,0.00012306177701206,0.000287144146361473,0.000533267700385594,0.000328164738698827,0.000943473623759127,0.000533267700385594,0.00098449421609648,0.00389695627204857,0.000574288292722947
"k__Bacteria|p__Elusimicrobia",0,0,0,0,4.10205923373534e-05,0,0,0,0,0,0.00106653540077119,0.000410205923373534,0,0,0,0.000820411846747067,0.000410205923373534,0.00303552383296415,0.00414307982607269,0.00201000902453031,0.00344572975633768,0.0048404298958077,0.00205102961686767,0.00242021494790385,0.00118959717778325,0.00250225613257855,0.000943473623759127,0,0,0,0,8.20411846747067e-05,0,0,0,0,0,0,0.00012306177701206,0,0,0,0,0,0,0,0,0.000574288292722947,0.00529165641151858,0.00164082369349413,0.00418410041841004,0.00344572975633768,0.00336368857166297,0.00336368857166297
"k__Bacteria|p__Fusobacteria",0.00098449421609648,0.000656329477397654,0.000451226515710887,0.0036918533103618,0.00340470916400033,0.00332266797932562,0.000164082369349413,0.0006153088850603,0.000451226515710887,8.20411846747067e-05,0,0,0.00049224710804824,0.00024612355402412,4.10205923373534e-05,4.10205923373534e-05,0.00024612355402412,0.00024612355402412,0,4.10205923373534e-05,0.000164082369349413,8.20411846747067e-05,0.00012306177701206,0.000164082369349413,4.10205923373534e-05,0.000656329477397654,0.000656329477397654,0.00114857658544589,0.00049224710804824,0.00336368857166297,0.000574288292722947,0.000328164738698827,0.00036918533103618,0.000697350069735007,0.000533267700385594,0.00049224710804824,0.00024612355402412,0.000779391254409714,0.00086143243908442,0.000656329477397654,0.000533267700385594,0.000410205923373534,0.000697350069735007,0.00086143243908442,0.000943473623759127,0.0101320863073263,0.00278940027894003,8.20411846747067e-05,0.000328164738698827,4.10205923373534e-05,4.10205923373534e-05,0.00237919435556649,0.000451226515710887,0.000902453031421774
"k__Bacteria|p__Deinococcus-Thermus",0.00012306177701206,0,0,0.00012306177701206,0.0006153088850603,0.000287144146361473,0.000287144146361473,4.10205923373534e-05,0,4.10205923373534e-05,0.00049224710804824,0.000205102961686767,8.20411846747067e-05,0.00049224710804824,4.10205923373534e-05,0.00024612355402412,0.00135367954713266,4.10205923373534e-05,4.10205923373534e-05,8.20411846747067e-05,4.10205923373534e-05,0,0.000410205923373534,8.20411846747067e-05,0.000656329477397654,0.000328164738698827,0.00118959717778325,0.000205102961686767,0,0.00742472721306096,0.000164082369349413,0,0.00012306177701206,0,0.00012306177701206,0.00012306177701206,0,0.00012306177701206,0.00098449421609648,0.00012306177701206,0,0.000164082369349413,0.00106653540077119,0.000451226515710887,0.000287144146361473,0.00344572975633768,0.00348675034867503,0.000656329477397654,0.00332266797932562,0.0048404298958077,0.00340470916400033,0.00221511198621708,0.00049224710804824,0.000574288292722947
"k__Bacteria|p__Fibrobacteres",0.00036918533103618,0.000410205923373534,0.00049224710804824,0.000328164738698827,0.00110755599310854,0.00098449421609648,0.000451226515710887,0.00049224710804824,0.000287144146361473,4.10205923373534e-05,0.000328164738698827,0.000287144146361473,0,4.10205923373534e-05,0,0.00110755599310854,0.00024612355402412,0.00147674132414472,0.000574288292722947,0.000164082369349413,0.00135367954713266,0.00151776191648207,0.00127163836245795,0.00155878250881943,0.00106653540077119,0.000820411846747067,0.000410205923373534,0.000410205923373534,0.000820411846747067,0.00110755599310854,0.000697350069735007,0.00049224710804824,0.000410205923373534,0.0012306177701206,0.00073837066207236,0.000943473623759127,0.0006153088850603,0.000656329477397654,0.000779391254409714,0.00131265895479531,0.000656329477397654,0.000943473623759127,0.000533267700385594,0.000820411846747067,0.0006153088850603,0,0,0.000287144146361473,0.00114857658544589,0.000656329477397654,0.00127163836245795,0.00164082369349413,0.000902453031421774,0.00118959717778325
"k__Bacteria|p__Tenericutes",0.000533267700385594,0.000656329477397654,8.20411846747067e-05,4.10205923373534e-05,0.000205102961686767,0.000205102961686767,0.000164082369349413,0.00012306177701206,0.000205102961686767,0,0.00012306177701206,0.00036918533103618,0.000533267700385594,8.20411846747067e-05,0,0.00192796783985561,0.000287144146361473,0.00114857658544589,0.00147674132414472,0.000410205923373534,0.00098449421609648,0.00012306177701206,0.0006153088850603,0.00201000902453031,0.000451226515710887,0.000656329477397654,0.000656329477397654,0.000943473623759127,0.000656329477397654,0.000943473623759127,0.000205102961686767,0.000574288292722947,0.000205102961686767,0.000697350069735007,0.00036918533103618,0.0006153088850603,0.00036918533103618,0.000205102961686767,0.000205102961686767,0.00012306177701206,0.0006153088850603,0.00024612355402412,0.000205102961686767,0.000328164738698827,0.000574288292722947,0.00258429731725326,0.000533267700385594,0.000164082369349413,0.00147674132414472,0.00098449421609648,0.00131265895479531,0.00118959717778325,0.000451226515710887,0.00205102961686767
"k__Bacteria|p__Armatimonadetes",0.0006153088850603,0.000533267700385594,0.000697350069735007,0.0006153088850603,0.000943473623759127,0.000820411846747067,0.000451226515710887,0.00049224710804824,0.000328164738698827,0,0.000164082369349413,0.000287144146361473,8.20411846747067e-05,0,0,0.000656329477397654,0.000164082369349413,0.00073837066207236,0.000779391254409714,0.00086143243908442,0.000533267700385594,0.00114857658544589,0.000902453031421774,0.00049224710804824,0.00098449421609648,0.000902453031421774,0.00102551480843383,0.000697350069735007,0.00036918533103618,0,0.000779391254409714,0.000533267700385594,0.00036918533103618,0.000533267700385594,0.00086143243908442,0.00114857658544589,0.00086143243908442,0.00073837066207236,0.000574288292722947,0.000697350069735007,0.00110755599310854,0.000820411846747067,0.000779391254409714,0.0006153088850603,0.00049224710804824,0,0,0.000328164738698827,0.00036918533103618,0.000533267700385594,0.000205102961686767,0.00118959717778325,0.000656329477397654,0.0012306177701206
"k__Bacteria|p__GAL15",0.000574288292722947,0.000410205923373534,0.00024612355402412,0.000533267700385594,0.000574288292722947,0.00135367954713266,0.00356879153334974,0.00049224710804824,0.00073837066207236,0.00012306177701206,4.10205923373534e-05,0.000205102961686767,0.00012306177701206,0.000205102961686767,0.000164082369349413,0,4.10205923373534e-05,0,0,0.00110755599310854,0,4.10205923373534e-05,0.000451226515710887,0,4.10205923373534e-05,0.00012306177701206,0.000205102961686767,0.000164082369349413,4.10205923373534e-05,0.00221511198621708,0.000287144146361473,0.000902453031421774,0.00036918533103618,0.0006153088850603,0.00049224710804824,0.00139470013947001,0.000164082369349413,0.00049224710804824,0.000820411846747067,0.000410205923373534,0.000205102961686767,0.00073837066207236,0.000779391254409714,0.00024612355402412,0.000451226515710887,0,0,8.20411846747067e-05,0.000451226515710887,0.00036918533103618,0.00036918533103618,0.000205102961686767,0.000410205923373534,0.00110755599310854
"k__Bacteria|p__WS2",0.000328164738698827,0.000533267700385594,0,8.20411846747067e-05,0,8.20411846747067e-05,8.20411846747067e-05,0.000164082369349413,0.000164082369349413,4.10205923373534e-05,0.000779391254409714,0.00012306177701206,0.000164082369349413,4.10205923373534e-05,0,0.00180490606284355,0.00036918533103618,0.000410205923373534,0.000574288292722947,0.0018459266551809,0.000656329477397654,0.0018459266551809,0.00106653540077119,0.00049224710804824,0.00127163836245795,0.000902453031421774,0.00098449421609648,0.000205102961686767,0.000205102961686767,0,0.00012306177701206,0.000287144146361473,0.000205102961686767,0.00012306177701206,0.00012306177701206,0,0.00024612355402412,0.000410205923373534,0,0.000205102961686767,0.00024612355402412,0.00012306177701206,0.00024612355402412,0,0.00012306177701206,0,0,4.10205923373534e-05,0.000902453031421774,0.000697350069735007,0.00151776191648207,0.000820411846747067,0.00127163836245795,0.000820411846747067
"k__Bacteria|p__",0.000205102961686767,4.10205923373534e-05,0.00012306177701206,8.20411846747067e-05,0,0,0.00012306177701206,0.00024612355402412,0.00012306177701206,4.10205923373534e-05,0.00024612355402412,8.20411846747067e-05,0,0.00012306177701206,0,0.000164082369349413,0,0.000164082369349413,0.000451226515710887,0.00159980310115678,0.00024612355402412,0.00073837066207236,0.00143572073180737,0.000410205923373534,0.00049224710804824,0.000328164738698827,0.00118959717778325,0.00012306177701206,0,0,8.20411846747067e-05,0,4.10205923373534e-05,0,4.10205923373534e-05,8.20411846747067e-05,0,0.000205102961686767,4.10205923373534e-05,0.00012306177701206,0,4.10205923373534e-05,0.000205102961686767,0.000205102961686767,0.00049224710804824,0,0,0.00036918533103618,0.000656329477397654,0.0018459266551809,0.00168184428583149,0.00180490606284355,0.000902453031421774,0.00237919435556649
"k__Bacteria|p__Halanaerobiaeota",0.00049224710804824,8.20411846747067e-05,0.000205102961686767,0.000574288292722947,0.00024612355402412,8.20411846747067e-05,0.00036918533103618,0.000328164738698827,0.00012306177701206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00036918533103618,4.10205923373534e-05,0.000164082369349413,0.000779391254409714,0.000205102961686767,0.000287144146361473,0.000410205923373534,0.00024612355402412,0.000205102961686767,0.000410205923373534,0,0.000697350069735007,0.000451226515710887,0.000451226515710887,0.0006153088850603,0.000287144146361473,0.000205102961686767,4.10205923373534e-05,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__WPS-2",0,0,0,0,0,4.10205923373534e-05,0.00024612355402412,0,0,0,4.10205923373534e-05,0,0.000205102961686767,0.000164082369349413,0,0,0,0,0.000287144146361473,0,0,0,0,0,0,0,0.00012306177701206,0.00012306177701206,0,0.00012306177701206,0,4.10205923373534e-05,0,0,0,0,0,0,0,0.000410205923373534,0.00036918533103618,0.00036918533103618,0,0,4.10205923373534e-05,0,4.10205923373534e-05,4.10205923373534e-05,0,8.20411846747067e-05,0,0,0,0.000164082369349413
